drugbank_id,interactant_id,name,organism,known_action
DB00082,BE0002180,Cholinesterase,Humans,unknown
DB00082,BE0000421,Cytochrome P450 4A11,Humans,unknown
DB00086,BE0000657,Cytosolic phospholipase A2,Humans,unknown
DB00091,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00091,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00091,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00091,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00099,BE0000394,Neutrophil elastase,Humans,unknown
DB00104,BE0001075,Myeloperoxidase,Humans,unknown
DB00104,BE0002638,Cytochrome P450 3A4,Humans,no
DB00105,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00107,BE0002148,Prolyl endopeptidase,Humans,unknown
DB00107,BE0010031,Leucyl-cystinyl aminopeptidase,Humans,unknown
DB00109,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00109,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00115,BE0000456,Corrinoid adenosyltransferase MMAB,Humans,unknown
DB00115,BE0002668,Bifunctional adenosylcobalamin biosynthesis protein CobU,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),unknown
DB00115,BE0009637,Pancreatic proteases,,unknown
DB00118,BE0000300,Spermidine synthase,Humans,unknown
DB00118,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00121,BE0001111,Cytochrome P450 1B1,Humans,unknown
DB00122,BE0002190,Choline/ethanolaminephosphotransferase 1,Humans,unknown
DB00122,BE0000237,Choline/ethanolamine kinase,Humans,unknown
DB00122,BE0000519,Choline O-acetyltransferase,Humans,unknown
DB00122,BE0000784,Choline kinase alpha,Humans,unknown
DB00122,BE0000636,"Choline dehydrogenase, mitochondrial",Humans,unknown
DB00126,BE0001979,"Thioredoxin reductase 1, cytoplasmic",Humans,unknown
DB00127,BE0000111,Diamine acetyltransferase 1,Humans,unknown
DB00127,BE0000275,Thialysine N-epsilon-acetyltransferase,Humans,unknown
DB00127,BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown
DB00128,BE0002227,Multifunctional protein CAD,Humans,unknown
DB00130,BE0000004,Coagulation factor XIII A chain,Humans,unknown
DB00130,BE0000825,"Glutaminase kidney isoform, mitochondrial",Humans,unknown
DB00130,BE0000003,"Glutaminase liver isoform, mitochondrial",Humans,unknown
DB00130,BE0001035,Protein-glutamine gamma-glutamyltransferase 2,Humans,unknown
DB00130,BE0002236,Protein-glutamine gamma-glutamyltransferase 5,Humans,unknown
DB00130,BE0002239,Protein-glutamine gamma-glutamyltransferase 6,Humans,unknown
DB00130,BE0002241,Protein-glutamine gamma-glutamyltransferase K,Humans,unknown
DB00130,BE0002243,Protein-glutamine gamma-glutamyltransferase 4,Humans,unknown
DB00130,BE0001273,Protein-glutamine gamma-glutamyltransferase E,Humans,unknown
DB00130,BE0002245,Protein-glutamine gamma-glutamyltransferase Z,Humans,unknown
DB00130,BE0000321,GMP synthase [glutamine-hydrolyzing],Humans,unknown
DB00130,BE0000219,Asparagine synthetase [glutamine-hydrolyzing],Humans,unknown
DB00130,BE0000273,Kynurenine--oxoglutarate transaminase 1,Humans,unknown
DB00130,BE0002235,Phosphoribosylformylglycinamidine synthase,Humans,unknown
DB00130,BE0002237,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",Humans,unknown
DB00130,BE0002238,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,Humans,unknown
DB00130,BE0002227,Multifunctional protein CAD,Humans,unknown
DB00130,BE0002242,Glutamine--tRNA ligase,Humans,unknown
DB00130,BE0002244,Glutamine-dependent NAD(+) synthetase,Humans,unknown
DB00131,BE0000352,AMP deaminase 1,Humans,unknown
DB00131,BE0000115,Adenine phosphoribosyltransferase,Humans,unknown
DB00134,BE0000304,S-adenosylmethionine synthase isoform type-2,Humans,unknown
DB00134,BE0000432,"Methionine-R-sulfoxide reductase B2, mitochondrial",Humans,unknown
DB00134,BE0000407,S-adenosylmethionine synthase isoform type-1,Humans,unknown
DB00134,BE0000288,Methionine-R-sulfoxide reductase B1,Humans,unknown
DB00134,BE0000170,Mitochondrial peptide methionine sulfoxide reductase,Humans,unknown
DB00134,BE0000543,"Methionine--tRNA ligase, cytoplasmic",Humans,unknown
DB00134,BE0002248,"Methionine--tRNA ligase, mitochondrial",Humans,unknown
DB00134,BE0002178,Methionine adenosyltransferase 2 subunit beta,Humans,unknown
DB00134,BE0002249,S-methylmethionine--homocysteine S-methyltransferase BHMT2,Humans,unknown
DB00134,BE0002240,Glutamine synthetase,Humans,unknown
DB00134,BE0002176,Methylenetetrahydrofolate reductase (NADPH),Humans,unknown
DB00136,BE0002250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Humans,unknown
DB00136,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00139,BE0002257,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",Humans,unknown
DB00139,BE0000176,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Humans,unknown
DB00139,BE0000355,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",Humans,unknown
DB00139,BE0009980,Prolyl 4-hydroxylase,Humans,unknown
DB00139,BE0002195,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,Humans,unknown
DB00139,BE0002202,Prolyl 3-hydroxylase 1,Humans,unknown
DB00139,BE0002206,Prolyl 3-hydroxylase 2,Humans,unknown
DB00139,BE0002208,Prolyl 3-hydroxylase 3,Humans,unknown
DB00139,BE0002256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Humans,unknown
DB00139,BE0000528,Aspartyl/asparaginyl beta-hydroxylase,Humans,unknown
DB00140,BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown
DB00140,BE0002176,Methylenetetrahydrofolate reductase (NADPH),Humans,unknown
DB00143,BE0002189,Glutathione S-transferase A2,Humans,unknown
DB00143,BE0002281,Glutathione S-transferase A1,Humans,unknown
DB00145,BE0000010,"Aminomethyltransferase, mitochondrial",Humans,unknown
DB00145,BE0000618,"Glycine dehydrogenase (decarboxylating), mitochondrial",Humans,unknown
DB00145,BE0000737,"Dihydrolipoyl dehydrogenase, mitochondrial",Humans,unknown
DB00145,BE0002302,"Glycine cleavage system H protein, mitochondrial",Humans,unknown
DB00146,BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Humans,unknown
DB00146,BE0002250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Humans,unknown
DB00150,BE0001343,Tryptophan--tRNA ligase,Geobacillus stearothermophilus,unknown
DB00150,BE0002311,"Tryptophan--tRNA ligase, mitochondrial",Humans,unknown
DB00150,BE0000121,Tryptophan 5-hydroxylase 1,Humans,unknown
DB00150,BE0000080,Tryptophan 5-hydroxylase 2,Humans,unknown
DB00150,BE0000228,"Tryptophan--tRNA ligase, cytoplasmic",Humans,unknown
DB00150,BE0000693,"Indoleamine 2,3-dioxygenase 1",Humans,unknown
DB00150,BE0003532,"Tryptophan 2,3-dioxygenase",Humans,unknown
DB00150,BE0002151,Aromatic-L-amino-acid decarboxylase,Humans,unknown
DB00152,BE0004673,Cytochrome P450 4B1,Humans,unknown
DB00152,BE0000157,Thiamine pyrophosphokinase 1,Humans,unknown
DB00152,BE0009876,Nucleoside diphosphate phosphatase ENTPD5,Humans,unknown
DB00152,BE0009877,Thiamine-triphosphatase,Humans,unknown
DB00153,BE0009671,Ribulose-phosphate 3-epimerase,Humans,no
DB00153,BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans,no
DB00153,BE0002250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Humans,no
DB00153,BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Humans,no
DB00153,BE0000549,"Sterol 26-hydroxylase, mitochondrial",Humans,unknown
DB00153,BE0000524,Vitamin D 25-hydroxylase,Humans,no
DB00157,BE0004352,Aldo-keto reductase family 1 member A1,Humans,unknown
DB00157,BE0000227,Alcohol dehydrogenase 1A,Humans,unknown
DB00157,BE0000400,All-trans-retinol dehydrogenase [NAD(+)] ADH1B,Humans,unknown
DB00157,BE0000360,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Humans,unknown
DB00157,BE0000009,Alcohol dehydrogenase class-3,Humans,unknown
DB00157,BE0000522,All-trans-retinol dehydrogenase [NAD(+)] ADH7,Humans,unknown
DB00157,BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown
DB00157,BE0003539,Aldehyde oxidase,Humans,unknown
DB00157,BE0003545,Alcohol dehydrogenase 6,Humans,unknown
DB00158,BE0000265,Gamma-glutamyl hydrolase,Humans,unknown
DB00158,BE0002176,Methylenetetrahydrofolate reductase (NADPH),Humans,unknown
DB00158,BE0000330,Dihydrofolate reductase,Humans,no
DB00161,BE0000223,Valine--tRNA ligase,Humans,unknown
DB00161,BE0000544,"Propionyl-CoA carboxylase beta chain, mitochondrial",Humans,unknown
DB00161,BE0000517,"Branched-chain-amino-acid aminotransferase, cytosolic",Humans,unknown
DB00162,BE0003480,Cytochrome P450 26A1,Humans,unknown
DB00163,BE0000814,Glutathione S-transferase P,Humans,unknown
DB00163,BE0000815,Glutathione S-transferase omega-1,Humans,unknown
DB00163,BE0000810,Glutathione S-transferase Mu 3,Humans,unknown
DB00163,BE0000166,Glutamate--cysteine ligase catalytic subunit,Humans,unknown
DB00163,BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,unknown
DB00163,BE0000735,Heme oxygenase 1,Humans,unknown
DB00163,BE0002390,Superoxide dismutase [Cu-Zn],Humans,unknown
DB00163,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00163,BE0002189,Glutathione S-transferase A2,Humans,unknown
DB00165,BE0003543,Cytochrome P450 1A1,Humans,no
DB00165,BE0000042,Pyridoxal kinase,Humans,no
DB00165,BE0000278,Chronophin,Humans,unknown
DB00165,BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",Humans,unknown
DB00166,BE0002364,NADPH--cytochrome P450 reductase,Humans,unknown
DB00169,BE0000524,Vitamin D 25-hydroxylase,Humans,unknown
DB00169,BE0000549,"Sterol 26-hydroxylase, mitochondrial",Humans,unknown
DB00169,BE0003683,Cytochrome P450 2J2,Humans,unknown
DB00169,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00169,BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans,unknown
DB00169,BE0003543,Cytochrome P450 1A1,Humans,unknown
DB00169,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00170,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00170,BE0003336,Cytochrome P450 2A6,Humans,unknown
DB00170,BE0001111,Cytochrome P450 1B1,Humans,unknown
DB00170,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00170,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00170,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00170,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00170,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00170,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00170,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00170,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00170,BE0003612,Cytochrome P450 3A7,Humans,unknown
DB00170,BE0002204,Xanthine dehydrogenase/oxidase,Humans,unknown
DB00170,BE0003539,Aldehyde oxidase,Humans,unknown
DB00170,BE0002176,Methylenetetrahydrofolate reductase (NADPH),Humans,unknown
DB00170,BE0003543,Cytochrome P450 1A1,Humans,unknown
DB00171,BE0003540,Adenosine kinase,Humans,unknown
DB00172,BE0002330,"Proline dehydrogenase 1, mitochondrial",Humans,unknown
DB00173,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,unknown
DB00176,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00176,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00176,BE0003543,Cytochrome P450 1A1,Humans,unknown
DB00176,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00176,BE0004866,Cytochrome P450 3A Subfamily,Humans,unknown
DB00176,BE0002793,Cytochrome P450 2C9,Humans,no
DB00176,BE0003536,Cytochrome P450 2C19,Humans,no
DB00176,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00177,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00178,BE0002180,Cholinesterase,Humans,unknown
DB00180,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00182,BE0003336,Cytochrome P450 2A6,Humans,unknown
DB00182,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00183,BE0002180,Cholinesterase,Humans,unknown
DB00184,BE0003543,Cytochrome P450 1A1,Humans,unknown
DB00184,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00184,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00184,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00184,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00184,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00184,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00184,BE0002198,Amine oxidase [flavin-containing] A,Humans,unknown
DB00184,BE0002196,Amine oxidase [flavin-containing] B,Humans,unknown
DB00184,BE0003336,Cytochrome P450 2A6,Humans,unknown
DB00184,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00184,BE0003534,Cytochrome P450 2A13,Humans,unknown
DB00184,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00185,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00185,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00185,BE0003609,Flavin-containing monooxygenase 1,Humans,unknown
DB00186,BE0004696,UDP-glucuronosyltransferase 2B15,Humans,unknown
DB00187,BE0002363,Cytochrome P450 2D6,Humans,no
DB00188,BE0002638,Cytochrome P450 3A4,Humans,no
DB00188,BE0003536,Cytochrome P450 2C19,Humans,no
DB00188,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00188,BE0002433,Cytochrome P450 1A2,Humans,no
DB00188,BE0002793,Cytochrome P450 2C9,Humans,no
DB00191,BE0002638,Cytochrome P450 3A4,Humans,no
DB00193,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00193,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,no
DB00193,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00193,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00194,BE0002214,Adenosine deaminase,Humans,unknown
DB00195,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00195,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00196,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00196,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00196,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00196,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00197,BE0002090,Aromatase,Humans,unknown
DB00197,BE0003543,Cytochrome P450 1A1,Humans,unknown
DB00197,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00197,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00197,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00197,BE0003612,Cytochrome P450 3A7,Humans,unknown
DB00197,BE0003677,UDP-glucuronosyltransferase 1A3,Humans,unknown
DB00197,BE0003544,UDP-glucuronosyltransferase 1A4,Humans,unknown
DB00197,BE0004694,UDP-glucuronosyltransferase 1-6,Humans,unknown
DB00197,BE0004695,UDP-glucuronosyltransferase 1A7,Humans,unknown
DB00197,BE0003682,UDP-glucuronosyltransferase 1A8,Humans,unknown
DB00197,BE0003538,UDP-glucuronosyltransferase 1A9,Humans,unknown
DB00197,BE0003678,UDP-glucuronosyltransferase 1A10,Humans,unknown
DB00197,BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown
DB00197,BE0004696,UDP-glucuronosyltransferase 2B15,Humans,unknown
DB00197,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00197,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00197,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,unknown
DB00197,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00198,BE0002705,Liver carboxylesterase 1,Humans,yes
DB00199,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00199,BE0002638,Cytochrome P450 3A4,Humans,no
DB00199,BE0003612,Cytochrome P450 3A7,Humans,no
DB00201,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00201,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00201,BE0003533,Cytochrome P450 2E1,Humans,no
DB00201,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00201,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00201,BE0003543,Cytochrome P450 1A1,Humans,unknown
DB00201,BE0001111,Cytochrome P450 1B1,Humans,unknown
DB00201,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00202,BE0002180,Cholinesterase,Humans,no
DB00203,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00203,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00203,BE0003612,Cytochrome P450 3A7,Humans,unknown
DB00203,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00203,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00203,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00203,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00204,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00205,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00206,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00207,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00208,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00208,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00208,BE0001075,Myeloperoxidase,Humans,unknown
DB00208,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00208,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00208,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00208,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00208,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00209,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00211,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00213,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00213,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00214,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00214,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00215,BE0002638,Cytochrome P450 3A4,Humans,no
DB00215,BE0003536,Cytochrome P450 2C19,Humans,no
DB00215,BE0002363,Cytochrome P450 2D6,Humans,no
DB00215,BE0002433,Cytochrome P450 1A2,Humans,no
DB00215,BE0002198,Amine oxidase [flavin-containing] A,Humans,no
DB00215,BE0002196,Amine oxidase [flavin-containing] B,Humans,no
DB00215,BE0003539,Aldehyde oxidase,Humans,no
DB00216,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00216,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00216,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00216,BE0003336,Cytochrome P450 2A6,Humans,unknown
DB00216,BE0000017,Prostaglandin G/H synthase 1,Humans,unknown
DB00216,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00218,BE0002433,Cytochrome P450 1A2,Humans,no
DB00220,BE0002638,Cytochrome P450 3A4,Humans,no
DB00220,BE0003612,Cytochrome P450 3A7,Humans,no
DB00220,BE0002362,Cytochrome P450 3A5,Humans,no
DB00220,BE0003549,Cytochrome P450 2B6,Humans,no
DB00220,BE0003536,Cytochrome P450 2C19,Humans,no
DB00220,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,no
DB00220,BE0002793,Cytochrome P450 2C9,Humans,no
DB00220,BE0002363,Cytochrome P450 2D6,Humans,no
DB00222,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00224,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00224,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,unknown
DB00224,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00224,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00224,BE0003612,Cytochrome P450 3A7,Humans,unknown
DB00227,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00227,BE0003562,Serum paraoxonase/lactonase 3,Humans,unknown
DB00227,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00227,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,no
DB00227,BE0003677,UDP-glucuronosyltransferase 1A3,Humans,unknown
DB00227,BE0003679,UDP-glucuronosyltransferase 2B7,Humans,unknown
DB00227,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00228,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00231,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00231,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00231,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00233,BE0001075,Myeloperoxidase,Humans,unknown
DB00234,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00234,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00238,BE0002363,Cytochrome P450 2D6,Humans,unknown
DB00238,BE0002433,Cytochrome P450 1A2,Humans,unknown
DB00238,BE0003612,Cytochrome P450 3A7,Humans,unknown
DB00238,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00238,BE0003549,Cytochrome P450 2B6,Humans,unknown
DB00238,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00238,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00238,BE0003336,Cytochrome P450 2A6,Humans,unknown
DB00239,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00239,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00240,BE0002638,Cytochrome P450 3A4,Humans,no
DB00242,BE0002804,Deoxycytidine kinase,Humans,unknown
DB00242,BE0003589,"Deoxyguanosine kinase, mitochondrial",Humans,unknown
DB00243,BE0002638,Cytochrome P450 3A4,Humans,no
DB00243,BE0002363,Cytochrome P450 2D6,Humans,no
DB00244,BE0003608,Arylamine N-acetyltransferase 1,Humans,no
DB00246,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00246,BE0003539,Aldehyde oxidase,Humans,no
DB00247,BE0002638,Cytochrome P450 3A4,Humans,no
DB00248,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00250,BE0001075,Myeloperoxidase,Humans,unknown
DB00250,BE0003611,Cytochrome P450 2C18,Humans,unknown
DB00250,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00250,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00250,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00250,BE0003606,Flavin-containing monooxygenase 3,Humans,unknown
DB00250,BE0000017,Prostaglandin G/H synthase 1,Humans,unknown
DB00250,BE0000262,Prostaglandin G/H synthase 2,Humans,unknown
DB00250,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00250,BE0003536,Cytochrome P450 2C19,Humans,unknown
DB00250,BE0003607,Arylamine N-acetyltransferase 2,Humans,unknown
DB00250,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00250,BE0003612,Cytochrome P450 3A7,Humans,unknown
DB00252,BE0002793,Cytochrome P450 2C9,Humans,no
DB00252,BE0003536,Cytochrome P450 2C19,Humans,no
DB00252,BE0002887,Cytochrome P450 2C8,Humans,no
DB00252,BE0003549,Cytochrome P450 2B6,Humans,no
DB00252,BE0002638,Cytochrome P450 3A4,Humans,no
DB00252,BE0002362,Cytochrome P450 3A5,Humans,no
DB00252,BE0003612,Cytochrome P450 3A7,Humans,no
DB00252,BE0000731,"Cytochrome P450 11B1, mitochondrial",Humans,no
DB00252,BE0003541,UDP-glucuronosyltransferase 1A1,Humans,no
DB00252,BE0004694,UDP-glucuronosyltransferase 1-6,Humans,no
DB00252,BE0003538,UDP-glucuronosyltransferase 1A9,Humans,no
DB00252,BE0002433,Cytochrome P450 1A2,Humans,no
DB00252,BE0003336,Cytochrome P450 2A6,Humans,no
DB00252,BE0002363,Cytochrome P450 2D6,Humans,no
DB00252,BE0003533,Cytochrome P450 2E1,Humans,no
DB00252,BE0009565,Epoxide hydrolase 1,Humans,no
DB00252,BE0003544,UDP-glucuronosyltransferase 1A4,Humans,no
DB00252,BE0002089,Catechol O-methyltransferase,Humans,no
DB00252,BE0001184,NAD(P)H dehydrogenase [quinone] 1,Humans,no
DB00252,BE0003611,Cytochrome P450 2C18,Humans,no
DB00253,BE0002638,Cytochrome P450 3A4,Humans,no
DB00253,BE0002362,Cytochrome P450 3A5,Humans,unknown
DB00254,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00255,BE0002638,Cytochrome P450 3A4,Humans,unknown
DB00255,BE0002887,Cytochrome P450 2C8,Humans,unknown
DB00255,BE0002793,Cytochrome P450 2C9,Humans,unknown
DB00255,BE0003533,Cytochrome P450 2E1,Humans,unknown
DB00255,BE0002089,Catechol O-methyltransferase,Humans,unknown
DB00255,BE0002090,Aromatase,Humans,unknown
DB00257,BE0002887,Cytochrome P450 2C8,Humans,unknown
