drugbank_id,name,company
DB00236,Vercite,Abbott Laboratories
DB00236,Vercyte,Abbott Laboratories
DB00237,Butalan,
DB00237,Butisol,
DB00237,Sarisol No. 2,
DB00241,Sandoptal,Sandoz Pharmaceuticals Corporations
DB00242,Litak,
DB00242,Movectro,
DB00242,Mylinax,
DB00244,Asacolitin,
DB00244,Claversal,
DB00244,Fisalamine,
DB00244,Iialda,
DB00244,Lixacol,
DB00245,Apo-Benztropine,Apotex
DB00245,Cogentinol,"Astra (Germany, discontinued)"
DB00245,PMS Benztropine,Pharmascience
DB00247,Deseril,
DB00247,Desernil,
DB00248,Cabaser,Pfizer
DB00249,Herpid,Astellas
DB00249,Herpidu,Ciba Vision
DB00249,Idulea,Elea
DB00249,Idustatin,Sanofi
DB00249,Keresid,GlaxoSmithKline
DB00249,Oftan IDU,Santen
DB00249,Virexen,Viñas
DB00251,Terazol,
DB00252,Epanutin, Pfizer
DB00252,Eptoin,
DB00254,Doxy,Galpharma
DB00254,Doxycin,Laboratoire Riva
DB00254,Doxylin,Actavis
DB00254,Jenacyclin,
DB00254,Microdox,Micro Labs
DB00254,NicAzelDoxyKit,
DB00254,Nu-Doxycycline,Nu-Pharm
DB00254,Supracyclin,Grünenthal
DB00254,Vibramycin,Pfizer
DB00255,Distilbene,Gerda
DB00255,Stilbestrol,Nysco
DB00255,Stilbetin,Bristol Myers-Squibb
DB00256,Eficiclina,
DB00256,Tetralisal,
DB00256,Tetralysal,
DB00257,Canesten,Bayer
DB00257,Canifug,Dr. August Wolff
DB00257,Clotrimaderm,Taro
DB00257,Empecid,Bayer
DB00257,FemCare,
DB00257,Fungicip,Cipla
DB00257,Gyne-Lotrimin,Schering-Plough
DB00257,Myclo-Derm,
DB00257,Myclo-Gyne,
DB00258,Phoslo,
DB00258,Teltozan,
DB00259,Streptocid,
DB00260,Oxamycin,Merck
DB00260,Tisomycin,Lilly
DB00262,Becenun,
DB00262,Carmubris,
DB00262,Carustine,Curacell Biotech
DB00262,Nitrumon,
DB00263,Gantrisin,Roche
DB00263,Neoxazol,
DB00264,Corvitol,Berlin-Chemie AG / Menarini Group
DB00264,Minax,Alphapharm Pty Limited
DB00264,Selokeen,AstraZeneca
DB00264,TOPROL-XL,"Lanett Company, Inc"
DB00265,Crotamitex,Gepepharm
DB00265,Euracin,Green Cross (South Korea)
DB00267,Bestcall,Takeda
DB00267,Cefmax,
DB00267,Tacef,Takeda
DB00268,Adartrel,
DB00268,ReQuip CR,GlaxoSmithKline
DB00268,Ronirol,
DB00269,Merbentul,Merrell
DB00269,Tace,Merrell
DB00269,Tace FN,Merrell
DB00269,Triagen,Gentili
DB00270,Clivoten,Italfarmaco (Italy)
DB00270,Esradin,Sigma-Tau (Italy)
DB00270,Lomir,"Novartis (Austria, Brazil, Czech Republic, Denmark, Finland, Germany, Greece, Hungary, Netherlands, Norway, Poland, Russia, Sweden), Sankyo (Belgium, Italy), Daiichi Sankyo (Portugal, Switzerland), Mizar (Spain)"
DB00270,Prescal,Novartis (United Kingdom)
DB00271,Cardiografin,
DB00271,Odiston,
DB00271,Urovison,Zydus
DB00271,Urovist,Bayer
DB00272,Gastramine,
DB00272,Histalog,Lilly
DB00274,Zefazone,
DB00275,Erastapex,Apex Pharma
DB00275,Golme,Golgi USA Research Laboratories Ltd
DB00275,Olmy,Zydus Cadila
DB00275,Olsar,Unichem Laboratories
DB00275,Olvance,Ranbaxy Laboratories Ltd
DB00275,WinBP,Abbott Healthcare Pvt Ltd
DB00276,Amekrin,
DB00276,AMSA P-D,
DB00276,Amsidine,
DB00276,Amsidyl,
DB00277,Respbid,
DB00277,Slo-Bid,
DB00277,Theo 24,
DB00277,Theo-Dur,
DB00277,Theodur G,
DB00279,Tertroxin,Aspen Pharmacare
DB00280,Dicorantil,Sanofi
DB00280,Isorythm,SERP
DB00280,Lispine,Sawai Seiyaku
DB00280,Ritmodan,Sanofi
DB00281,After Burn Double Strength Gel,
DB00281,After Burn Double Strength Spray,
DB00281,After Burn Gel,
DB00281,After Burn Spray,
DB00281,Alphacaine,
DB00281,Anestacon Jelly,
DB00281,DermaFlex,
DB00281,Dilocaine,
DB00281,Esracaine,
DB00281,L-Caine,
DB00281,Lidoject-1,
DB00281,Lidoject-2,
DB00281,LidoPain SP,
DB00281,Norwood Sunburn Spray,
DB00281,Xilocaina,
DB00281,Xylocaine,
DB00282,Aminomux,
DB00282,Pamimed,
DB00282,Ribodroat,
DB00283,Agasten,Novartis (Brazil)
DB00283,Allerhist-1,
DB00283,Tavegil,Novartis
DB00283,Tavegyl,Novartis
DB00283,Tavist,Novartis
DB00283,Tavist-1,Novartis
DB00284,Glucobay,
DB00284,Prandase,Bayer AG
DB00284,Precose,
DB00285,Elafax,
DB00287,Travo-Z,
DB00288,Mycoderm,
DB00288,Penticort,
DB00288,Visderm,
DB00289,Tomoxetin,Torrent Pharmaceuticals Ltd
DB00291,Celkeran,Celon
DB00291,Chloraminophène,Techni-Pharma
DB00292,Hypnomidate,Janssen
DB00295,Kapanol,Mayne Pharma/Glaxo
DB00295,MSIR,Purdue Pharma
DB00295,Oramorph,Boeringher Ingelheim
DB00297,Bupivan,Sun
DB00297,Carbostesin,AstraZeneca
DB00297,Marcain,AstraZeneca
DB00297,Marcaina,AstraZeneca
DB00297,Posimir,Durect
DB00297,Sensorcaine-MPF,Astra Zeneca
DB00297,Xaracoll,Innocoll Holdings Limited
DB00298,Rev-Eyes,
DB00301,Flopen,Aspen
DB00301,Floxapen,GSK
DB00301,Fluclox,ACI
DB00301,Softapen,
DB00301,Staphylex,Actavis
DB00302,Cyclo-F,
DB00302,Espercil,
DB00302,Femstrual,
DB00302,Rikavarin,
DB00302,Transamin,
DB00302,Transcam,
DB00302,Traxyl,
DB00304,Cerazette,Organon
DB00304,Marvelon,Adcock Ingram Pharmaceuticals
DB00305,Mitozytrex,
DB00306,Lotusate,Sanofi Aventis
DB00309,Eldesine,
DB00309,Eldisine,
DB00310,Hygroton,Novartis
DB00310,Saluretin,Balkanpharma
DB00311,Cardrase,PHARMACIA AND UPJOHN
DB00311,Ethamide,ALLERGAN
DB00312,Nembutal,Lundbeck
DB00313,Convulex,
DB00313,Depakine,
DB00313,Deprakine,
DB00313,Encorate,
DB00313,Epilim,
DB00313,Valcote,
DB00313,Valparin,
DB00314,Capastat,Akorn Incorporated
DB00314,Capreomycin,Bristol-Myers Squibb
DB00314,Helpomycin,Unifarm
DB00314,Kapocin,Macleods
DB00314,Lykocin,Lyka Labs Ltd.
DB00315,AscoTop,AstraZeneca
DB00315,Nomi,Square
DB00315,Zipton,
DB00315,Zolmiles,Actavis
DB00315,Zolmit,Beximco
DB00315,Zomigon,AstraZeneca
DB00315,Zomigoro,AstraZeneca
DB00315,Zomitan,Incepta
DB00316,Acamol,Teva
DB00316,Aceta Elixir,
DB00316,Aceta Tablets,
DB00316,Acetalgin,
DB00316,Actamin,
DB00316,Actimol,
DB00316,Algotropyl,
DB00316,Alvedon,
DB00316,Aminofen,
DB00316,Anacin-3,
DB00316,Anhiba,
DB00316,Apacet,
DB00316,Banesin,
DB00316,Calpol,
DB00316,Conacetol,
DB00316,Dafalgan,
DB00316,Dapa X-S,
DB00316,Disprol,
DB00316,Dolprone,
DB00316,Dymadon,
DB00316,Dypap,
DB00316,Enelfa,
DB00316,Febridol,
DB00316,Febrilix,
DB00316,Finimal,
DB00316,Gelocatil,
DB00316,Genapap,
DB00316,Genebs,
DB00316,Injectapap,
DB00316,Liquiprin,
DB00316,Napafen,
DB00316,Oraphen-PD,
DB00316,Paldesic,
DB00316,Panofen,
DB00316,Paraspen,
DB00316,Parmol,
DB00316,Redutemp,
DB00316,Rounox,
DB00316,Salzone,
DB00316,Snaplets-FR,
DB00316,St. Joseph Fever Reducer,
DB00316,Suppap,
DB00316,Tapanol,
DB00316,Valorin,
DB00318,Actacode,Sigma
DB00318,Bisoltus,Boehringer Ingelheim
DB00318,Bromophar,Qualiphar
DB00318,Bronchicum,Sanofi-Aventis
DB00318,Bronchodine,Pharmacobel
DB00318,Codant,Antigen
DB00318,Codedrill,Pierre Fabre
DB00318,Codein,Cristália
DB00318,Codeisan,Belmac
DB00318,Coderpina,Frycia Centro América
DB00318,Codicalm,Welti
DB00318,Codicept,
DB00318,Codinex,Pinewood
DB00318,Coducept,
DB00318,Cougel,Hwang's
DB00318,Coutan,Mey See
DB00318,Dinco,Center
DB00318,Farmacod,Farmacom
DB00318,Galcodine,Thornton & Ross
DB00318,Pectoral,Siphat
DB00318,Tussoret,MaxMedic
DB00319,Ecosette,Farmaceutici T.S.
DB00319,Farecillin,SF Group
DB00319,Penmalin,Sawai Seiyaku
DB00319,Pentcillin,Toyama Kagaku
DB00319,Peracin,Pharmadica
DB00319,Piciliant,Shiono Kemikaru
DB00319,Picillin,CT
DB00319,Picillina,CCPC
DB00319,Piperac,Klonal
DB00319,Stepten,Aversi
DB00319,Tronazam,Richmond
DB00320,Dihydergot,Sandoz
DB00320,Ergont,Sigmapharm
DB00320,Ergotonin,
DB00320,Ikaran,Pierre Fabre
DB00320,Orstanorm,Amdipharm
DB00320,Trudhesa,"Impel NeuroPharma, Inc."
DB00320,Verladyn,Verla
DB00321,Adepril,Teofarma
DB00321,Amitryp,Raza
DB00321,Conmitrip,Condrugs
DB00321,Endep,Alphapharm
DB00321,Fiorda,Driburg
DB00321,Kamitrin,Saga
DB00321,Laroxyl,Deva
DB00321,Latilin,La Pharmaceuticals
DB00321,Maxitrip,Invision
DB00321,Redomex,Lundbeck
DB00321,Saroten,Lundbeck
DB00321,Sarotex,Lundbeck
DB00321,Sarotex Retard,Lundbeck
DB00321,Syneudon,Krewel Meuselbach
DB00321,Tryptanol,Merck Sharp & Dohme
DB00321,Tryptizol,Algorithm
DB00321,Uxen Retard,Sanofi-Aventis
DB00322,FUDR,Mayne
DB00323,Sen De Ning,Dexin Runsheng Pharmaceutical
DB00324,Efflumidex,Allergan
DB00324,Fluaton,Allergan
DB00324,Flumetholon,Ferron
DB00324,Flurolon,Allergan
DB00324,FML Liquifilm,Allergan
DB00324,Foxone,Winston
DB00324,Fucin,Mey See
DB00324,Fuluson,Dae Wo
DB00324,Fumelon,Han Lim
DB00324,Humetoron,Kuk Je
DB00324,Oxylone,
DB00328,Aconip,"Teika Pharmaceutical Co.,Ltd."
DB00328,Arthrexin,Alphapharm
DB00328,Elmetacin,Sankyo
DB00328,Indaflex,Andromaco
DB00328,Indocid,Lundbeck
DB00328,Indolar SR,Sandoz
DB00328,Indomed,Greater Pharma
DB00328,Indoxen,Quality Pharmaceutical
DB00328,Metindol,GlaxoSmithKline
DB00328,Mikametan,Mikasa Seiyaku
DB00328,Nu-Indo,Nu-Pharm
DB00328,Reumacide,Vitória
DB00330,Etibi,Valeant Canada Limited
DB00330,Tibutol,Refasa
DB00331,Apo-Metformin,Apotex
DB00331,Gen-Metformin,Genpharm ULC
DB00331,Novo-Metformin,Novopharm
DB00331,Nu-Metformin,Nu-Pharm
DB00331,Sandoz Metformin,Sandox
DB00332,Aerovent,Teva
DB00332,Apovent,Apotex Inc.
DB00332,Atronase,Boehringer Ingelheim
DB00332,Ipraxa,Ivax
DB00332,Ipvent,Cipla Medpro
DB00332,Rhinovent,Boehringer Ingelheim
DB00332,Rinatec,Boehringer Ingelheim
DB00332,Rinovagos,Valeas
DB00333,Adolan,
DB00333,Depridol,
DB00333,Heptadon,
DB00333,Heptanon,
DB00333,Ketalgin,
DB00333,Mephenon,
DB00333,Physeptone,
DB00334,Aedon,G.L. Pharma
DB00334,Amulsin,Sanitas
DB00334,Apisco,LKM
DB00334,Apsico,LKM
DB00334,Arkolamyl,Mylan
DB00334,Caprilon,Lavipharm
DB00334,CO Olanzapine,Cobalt
DB00334,Deprex,Square
DB00334,Dominazol,Stein
DB00334,Dopin,Daksh
DB00334,Egolanza,EGIS
DB00334,Elynza,Elynza
DB00334,Frenial,Biogen
DB00334,Jolyon-MD,Lupin
DB00334,Kozylex,Quisisana
DB00334,Lanopin,Molekule
DB00334,Lanzapin,Biogened
DB00334,Lanzep,Renata
DB00334,Lapenza,Smart Intermed
DB00334,Lapozan,Medochemie
DB00334,Lazapix,Portfarma
DB00335,Myocord,Ivax
DB00335,Normiten,Teva
DB00336,Furacin,
DB00336,Furaderm,
DB00336,Nitrofurazone,
DB00337,Aregen,Meda Pharm
DB00337,Rizan,Esteve
DB00338,Antra,
DB00338,Audazol,
DB00338,Belmazol,
DB00338,Ceprandal,
DB00338,Danlox,
DB00338,Desec,
DB00338,Elgam,
DB00338,Emeproton,
DB00338,Gasec,
DB00338,Gastrimut,
DB00338,Gastroloc,
DB00338,Indurgan,
DB00338,Inhibitron,
DB00338,Logastric,
DB00338,Losec,
DB00338,Mepral,
DB00338,Mopral,
DB00338,Olexin,
DB00338,Omapren,
DB00338,Omepral,
DB00338,Omeprazon,
DB00338,Omeprol,
DB00338,Omezol,
DB00338,Omisec,
DB00338,Omizac,
DB00338,Ortanol,
DB00338,Parizac,
DB00338,Prazidec,
DB00338,Prazolit,
DB00338,Procelac,
DB00338,Ramezol,
DB00338,Regulacid,
DB00338,Sanamidol,
DB00338,Ulceral,
DB00338,Ulcesep,
DB00338,Ultop,
DB00338,Zepral,
DB00339,Piraldina,Bracco
DB00339,Prazina,Armoxindo
DB00339,Pyrafat,Riemser
DB00339,Pyrazide,Sanofi-Aventis
DB00339,Tebrazid,Valeant
DB00339,Tisamid,Orion
DB00340,Cholinfall,
DB00340,Methixart,
DB00340,Tremaril,
DB00340,Tremarit,
DB00341,Alerlisin,
DB00341,Cetryn,
DB00341,Formistin,
DB00341,Hitrizin,
DB00341,Virlix,
DB00341,Zirtek,
DB00341,Zyrlex,
DB00342,Bronal,Galenika
DB00342,Daylert,Micro Labs
DB00342,Seldane,
DB00342,Servinin,Novartis 
DB00342,Teldane,
DB00342,Terfed,Cipla
DB00342,Terfenadin AL,Aliud
DB00342,Terfenadine FLX,Accord Healthcare
DB00342,Terfin,Interbat
DB00342,Ternadin,Dunar
DB00342,Trexyl,Ranbaxy
DB00342,Triludan,
DB00343,Acalix,Roemmers
DB00343,Adizem,Mundipharma
DB00343,Altiazem,Lusofarmaco
DB00343,Anoheal,
DB00343,Calcicard,
DB00343,Cartia,
DB00343,Dilacor,
DB00343,Dilacor-XR,Watson
DB00343,Dilcontin,Modi-Mundipharma
DB00343,Dilrene,Sanofi
DB00343,Dilticard,Intra
DB00343,Dilzem,Pfizer
DB00343,Herbesser,Mitsubishi Tanabe
DB00343,Incoril AP,Bago
DB00343,Masdil,Esteve
DB00343,Surazem,
DB00343,TAZTIA,
DB00343,Tildem,
DB00343,Viazem,Biovail
DB00344,Triptil,
DB00346,Alcinin,Pharmathen
DB00346,Alfasin XR,Incepta
DB00346,Alfetim,Sanofi-Aventis
DB00346,Alfoo,Dr. Reddy's
DB00346,Alfu,Rowex
DB00346,Alfuran,Terapia
