drugbank_id,interactant_id,action
DB00030,BE0000942,substrate
DB00030,BE0002126,inhibitor
DB00030,BE0002126,binder
DB00031,BE0000211,activator
DB00032,BE0000387,binder
DB00033,BE0000711,binder
DB00033,BE0000467,binder
DB00035,BE0000844,agonist
DB00035,BE0000293,agonist
DB00035,BE0000165,agonist
DB00035,BE0000773,agonist
DB00036,BE0000216,activator
DB00036,BE0001178,binder
DB00038,BE0000416,agonist
DB00039,BE0000748,agonist
DB00039,BE0000748,binder
DB00039,BE0002131,agonist
DB00039,BE0001031,ligand
DB00040,BE0000527,agonist
DB00040,BE0002134,agonist
DB00040,BE0000857,agonist
DB00041,BE0000651,agonist
DB00041,BE0000651,modulator
DB00041,BE0000658,agonist
DB00041,BE0000658,modulator
DB00041,BE0002102,agonist
DB00042,BE0002137,binder
DB00042,BE0002136,binder
DB00042,BE0002138,inhibitor
DB00042,BE0002138,cleavage
DB00043,BE0010138,antibody
DB00043,BE0010138,neutralizer
DB00044,BE0000134,agonist
DB00045,BE0001164,other/unknown
DB00046,BE0000033,agonist
DB00046,BE0000858,activator
DB00047,BE0000033,agonist
DB00047,BE0000858,activator
DB00048,BE0000025,binder
DB00048,BE0002140,binder
DB00048,BE0002130,binder
DB00049,BE0004823,metabolizer
DB00050,BE0000203,antagonist
DB00051,BE0000704,inhibitor
DB00051,BE0000704,antibody
DB00052,BE0000075,ligand
DB00052,BE0000345,ligand
DB00053,BE0004806,other/unknown
DB00054,BE0001155,antagonist
DB00054,BE0000439,antagonist
DB00055,BE0000016,inhibitor
DB00055,BE0000041,inhibitor
DB00056,BE0000674,antibody
DB00056,BE0000674,regulator
DB00057,BE0004842,other/unknown
DB00058,BE0000394,inhibitor
DB00059,BE0004798,substrate
DB00060,BE0000661,agonist
DB00060,BE0000385,agonist
DB00061,BE0004828,metabolizer
DB00061,BE0000917,binder
DB00062,BE0009576,binder
DB00063,BE0001155,modulator
DB00063,BE0000439,modulator
DB00063,BE0009351,antagonist
DB00065,BE0000704,inhibitor
DB00066,BE0000387,agonist
DB00067,BE0000293,agonist
DB00067,BE0000293,regulator
DB00067,BE0000165,agonist
DB00067,BE0000165,regulator
DB00067,BE0000773,agonist
DB00067,BE0000844,agonist
DB00068,BE0000661,agonist
DB00068,BE0000385,agonist
DB00069,BE0000661,binder
DB00069,BE0000385,binder
DB00070,BE0000984,inhibitor
DB00071,BE0000033,binder
DB00072,BE0000511,binder
DB00072,BE0000511,antibody
DB00073,BE0000066,antibody
DB00073,BE0000066,regulator
DB00074,BE0000658,antibody
DB00074,BE0000651,antibody
DB00075,BE0000274,binder
DB00076,BE0004837,other/unknown
DB00078,BE0000066,antibody
DB00078,BE0000066,regulator
DB00080,BE0000803,binder
DB00080,BE0010021,incorporation into and destabilization
DB00081,BE0000066,antibody
DB00082,BE0000075,antagonist
DB00083,BE0000390,inhibitor
DB00083,BE0003572,inhibitor
DB00085,BE0004834,cleavage
DB00085,BE0004835,cleavage
DB00085,BE0004836,cleavage
DB00086,BE0000211,activator
DB00086,BE0000928,activator
DB00087,BE0000083,antibody
DB00087,BE0000901,binder
DB00087,BE0002097,binder
DB00087,BE0000710,binder
DB00087,BE0002098,binder
DB00087,BE0002099,binder
DB00087,BE0002100,binder
DB00088,BE0004806,other/unknown
DB00089,BE0000568,other/unknown
DB00090,BE0004822,other/unknown
DB00091,BE0000379,binder
DB00091,BE0004238,inhibitor
DB00091,BE0002143,inhibitor
DB00091,BE0001014,inhibitor
DB00091,BE0001014,binder
DB00091,BE0001399,binder
DB00092,BE0000719,inhibitor
DB00092,BE0000719,antibody
DB00092,BE0000719,regulator
DB00093,BE0000165,agonist
DB00094,BE0000387,agonist
DB00095,BE0009967,antibody
DB00095,BE0000516,antibody
DB00097,BE0000387,binder
DB00097,BE0000134,agonist
DB00098,BE0003573,antagonist
DB00098,BE0000516,inducer
DB00098,BE0000846,binder
DB00098,BE0002099,inducer
DB00098,BE0003488,inducer
DB00098,BE0003575,inducer
DB00098,BE0003576,inducer
DB00098,BE0001155,inducer
DB00098,BE0000598,inhibitor
DB00099,BE0000793,stimulator
DB00100,BE0000216,activator
DB00100,BE0001021,ligand
DB00100,BE0000333,ligand
DB00100,BE0000016,cofactor
DB00102,BE0000205,inhibitor
DB00103,BE0004830,metabolizer
DB00103,BE0004830,ligand
DB00104,BE0003528,binder
DB00104,BE0010008,agonist
DB00105,BE0000385,binder
DB00105,BE0003450,modulator
DB00105,BE0000661,binder
DB00106,BE0000203,antagonist
DB00107,BE0000844,agonist
DB00107,BE0000773,agonist
DB00107,BE0000293,agonist
DB00107,BE0000165,agonist
DB00108,BE0000590,antibody
DB00108,BE0000901,ligand
DB00108,BE0000710,ligand
DB00108,BE0001085,ligand
DB00109,BE0000398,inhibitor
DB00110,BE0000686,binder
DB00111,BE0000658,antibody
DB00111,BE0000651,antibody
DB00112,BE0000163,inhibitor
DB00113,BE0000107,other/unknown
DB00114,BE0000253,inhibitor
DB00114,BE0000048,inhibitor
DB00114,BE0000102,cofactor
DB00114,BE0000378,cofactor
DB00114,BE0000323,cofactor
DB00114,BE0000392,cofactor
DB00114,BE0000331,cofactor
DB00114,BE0000151,cofactor
DB00114,BE0000529,activator
DB00114,BE0000424,cofactor
DB00114,BE0000404,cofactor
DB00114,BE0000727,cofactor
DB00114,BE0000181,cofactor
DB00114,BE0000778,cofactor
DB00114,BE0000692,cofactor
DB00114,BE0000273,cofactor
DB00114,BE0000007,cofactor
DB00114,BE0000660,cofactor
DB00114,BE0000079,cofactor
DB00114,BE0000002,cofactor
DB00114,BE0000448,cofactor
DB00114,BE0000164,cofactor
DB00114,BE0000518,cofactor
DB00114,BE0000618,cofactor
DB00114,BE0000667,cofactor
DB00114,BE0000603,cofactor
DB00114,BE0000409,cofactor
DB00114,BE0000316,cofactor
DB00114,BE0000278,cofactor
DB00114,BE0000441,cofactor
DB00114,BE0000791,cofactor
DB00114,BE0000517,cofactor
DB00114,BE0000721,cofactor
DB00114,BE0002149,binder
DB00114,BE0000383,cofactor
DB00114,BE0002150,cofactor
DB00114,BE0000916,cofactor
DB00114,BE0002151,cofactor
DB00114,BE0002154,cofactor
DB00114,BE0000602,cofactor
DB00114,BE0002162,cofactor
DB00114,BE0002163,cofactor
DB00114,BE0004605,cofactor
DB00114,BE0004612,cofactor
DB00114,BE0002164,cofactor
DB00114,BE0000292,cofactor
DB00114,BE0000898,cofactor
DB00114,BE0002166,cofactor
DB00114,BE0002167,cofactor
DB00114,BE0002168,cofactor
DB00114,BE0000388,cofactor
DB00114,BE0002171,cofactor
DB00114,BE0002172,cofactor
DB00114,BE0002173,cofactor
DB00114,BE0010222,cofactor
DB00115,BE0000734,cofactor
DB00115,BE0000777,cofactor
DB00115,BE0000763,cofactor
DB00115,BE0000320,binder
DB00115,BE0002175,cofactor
DB00115,BE0002176,cofactor
DB00116,BE0000617,cofactor
DB00116,BE0000268,cofactor
DB00116,BE0000010,cofactor
DB00116,BE0000933,cofactor
DB00116,BE0000734,cofactor
DB00116,BE0000822,cofactor
DB00116,BE0001240,cofactor
DB00116,BE0000331,cofactor
DB00116,BE0000292,cofactor
DB00116,BE0002176,cofactor
DB00116,BE0002154,cofactor
DB00116,BE0002177,cofactor
DB00118,BE0002089,cofactor
DB00118,BE0000372,cofactor
DB00118,BE0000101,cofactor
DB00118,BE0000304,cofactor
DB00118,BE0000323,activator
DB00118,BE0000407,cofactor
DB00119,BE0000535,inhibitor
DB00119,BE0000253,inhibitor
DB00120,BE0000614,binder
DB00121,BE0000544,cofactor
DB00121,BE0000159,substrate
DB00121,BE0000072,cofactor
DB00121,BE0000702,cofactor
DB00121,BE0000445,cofactor
DB00121,BE0000698,cofactor
DB00121,BE0000492,cofactor
DB00121,BE0000626,cofactor
DB00122,BE0000738,inhibitor
DB00122,BE0000494,product of
DB00122,BE0000426,product of
DB00122,BE0000615,product of
DB00122,BE0002179,product of
DB00122,BE0002180,product of
DB00122,BE0002181,product of
DB00122,BE0002186,product of
DB00126,BE0009869,modulator
DB00126,BE0000168,modulator
DB00126,BE0001361,inhibitor
DB00126,BE0004796,cleavage
DB00126,BE0001225,substrate
DB00126,BE0002192,cofactor
DB00126,BE0002117,cofactor
DB00126,BE0002195,cofactor
DB00126,BE0002197,cofactor
DB00126,BE0000138,cofactor
DB00126,BE0002200,cofactor
DB00126,BE0002202,cofactor
DB00126,BE0002206,cofactor
DB00126,BE0002208,cofactor
DB00126,BE0000060,cofactor
DB00126,BE0002210,cofactor
DB00126,BE0002203,cofactor
DB00126,BE0002205,activator
DB00126,BE0002213,activator
DB00126,BE0002215,cofactor
DB00126,BE0000087,cofactor
DB00126,BE0002221,cofactor
DB00126,BE0002223,cofactor
DB00126,BE0002217,cofactor
DB00126,BE0002211,cofactor
DB00126,BE0002219,cofactor
DB00127,BE0000964,ligand
DB00127,BE0000535,inhibitor
DB00127,BE0000365,inhibitor
DB00127,BE0002437,inhibitor
DB00127,BE0003628,inhibitor
DB00127,BE0003634,inhibitor
DB00127,BE0000760,inhibitor
DB00127,BE0000566,ligand
DB00127,BE0004796,binder
DB00127,BE0000404,product of
DB00128,BE0000760,agonist
DB00128,BE0000417,agonist
DB00128,BE0000365,agonist
DB00128,BE0009692,substrate
DB00128,BE0000219,substrate
DB00128,BE0002225,substrate
DB00130,BE0000874,antagonist
DB00130,BE0000874,substrate
DB00130,BE0000374,substrate
DB00130,BE0002240,product of
DB00131,BE0004907,activator
DB00131,BE0003540,product of
DB00131,BE0000254,activator
DB00131,BE0000350,product of
DB00131,BE0000677,activator
DB00131,BE0000269,product of
DB00131,BE0000639,product of
DB00131,BE0000958,activator
DB00131,BE0004796,component of
DB00131,BE0000487,product of
DB00131,BE0000007,activator
DB00131,BE0001473,product of
DB00131,BE0001287,product of
DB00131,BE0002431,antagonist
DB00132,BE0000688,agonist
DB00132,BE0000262,inhibitor
DB00132,BE0000888,ligand
DB00132,BE0002246,ligand
DB00132,BE0001023,inhibitor
DB00132,BE0001777,agonist
DB00132,BE0009936,substrate
DB00132,BE0009375,substrate
DB00134,BE0000763,product of
DB00134,BE0000734,product of
DB00134,BE0001534,product of
DB00134,BE0000845,product of
DB00134,BE0002249,product of
DB00135,BE0000614,binder
DB00136,BE0000779,agonist
DB00139,BE0000152,inhibitor
DB00140,BE0000370,ligand
DB00140,BE0003327,other
DB00140,BE0000595,product of
DB00141,BE0000391,activator
DB00142,BE0000166,substrate
DB00142,BE0000755,substrate
DB00142,BE0002244,product of
DB00142,BE0002166,substrate
DB00142,BE0002166,product of
DB00142,BE0010222,substrate
DB00143,BE0000816,cofactor
DB00143,BE0000817,cofactor
DB00143,BE0000820,cofactor
DB00143,BE0000821,cofactor
DB00143,BE0001135,cofactor
DB00143,BE0002286,cofactor
DB00143,BE0002289,cofactor
DB00145,BE0000760,antagonist
DB00145,BE0000518,substrate
DB00145,BE0000409,substrate
DB00145,BE0000898,substrate
DB00145,BE0000998,substrate
DB00145,BE0002303,substrate
DB00145,BE0002304,substrate
DB00145,BE0000185,substrate
DB00145,BE0000454,agonist
DB00145,BE0002154,product of
DB00145,BE0002305,substrate
DB00145,BE0000292,product of
DB00145,BE0002306,substrate
DB00145,BE0002307,substrate
DB00145,BE0000102,product of
DB00145,BE0002309,product of
DB00145,BE0000534,substrate
DB00145,BE0000433,ligand
DB00145,BE0000316,substrate
DB00145,BE0000055,ligand
DB00145,BE0000331,product of
DB00145,BE0000414,ligand
DB00145,BE0000745,ligand
DB00145,BE0000372,substrate
DB00145,BE0000347,substrate
DB00146,BE0000779,agonist
DB00148,BE0000714,ligand
DB00148,BE0000171,ligand
DB00148,BE0000082,ligand
DB00148,BE0000410,ligand
DB00148,BE0000567,product of
DB00150,BE0000693,binder
DB00150,BE0000228,inhibitor
DB00150,BE0001343,inhibitor
DB00150,BE0002311,inhibitor
DB00151,BE0000529,substrate
DB00151,BE0000383,substrate
DB00151,BE0000701,substrate
DB00151,BE0002312,substrate
DB00152,BE0000157,substrate
DB00152,BE0002003,cofactor
DB00153,BE0000779,agonist
DB00153,BE0004902,inducer
DB00154,BE0000017,inhibitor
DB00155,BE0002313,product of
DB00156,BE0001755,unknown
DB00157,BE0000196,binder
DB00157,BE0000655,binder
DB00157,BE0000503,binder
DB00158,BE0001048,modulator
DB00158,BE0004711,modulator
DB00158,BE0000652,binder
DB00158,BE0000271,binder
DB00159,BE0000262,inhibitor
DB00159,BE0000017,inhibitor
DB00159,BE0000215,agonist
DB00159,BE0000215,regulator
DB00159,BE0001007,agonist
DB00159,BE0000688,agonist
DB00159,BE0000986,inhibitor
DB00159,BE0001821,agonist
DB00159,BE0000888,agonist
DB00159,BE0000996,inducer
DB00159,BE0001023,inducer
DB00159,BE0000248,substrate
DB00160,BE0000253,inhibitor
DB00162,BE0000707,binder
DB00162,BE0005056,ligand
DB00162,BE0009878,ligand
DB00162,BE0000726,substrate
DB00162,BE0000570,substrate
DB00162,BE0000593,substrate
DB00162,BE0000513,substrate
DB00162,BE0000554,substrate
DB00162,BE0000900,substrate
DB00162,BE0002319,substrate
DB00162,BE0000583,substrate
DB00162,BE0002320,substrate
DB00162,BE0002321,substrate
DB00162,BE0000032,substrate
DB00162,BE0002322,substrate
DB00162,BE0002323,substrate
DB00165,BE0002151,cofactor
DB00165,BE0000042,ligand
DB00168,BE0000395,agonist
DB00168,BE0001023,inducer
DB00169,BE0000779,agonist
DB00170,BE0003539,inhibitor
DB00170,BE0000403,cofactor
DB00170,BE0000713,cofactor
DB00170,BE0002329,cofactor
DB00170,BE0000048,activator
DB00170,BE0000364,activator
DB00170,BE0000380,activator
DB00170,BE0000943,activator
DB00170,BE0000724,agonist
DB00171,BE0000014,inhibitor
DB00171,BE0001195,cofactor
DB00171,BE0000435,inhibitor
DB00172,BE0002332,binder
DB00172,BE0001014,binder
DB00174,BE0009976,inhibitor
DB00174,BE0002230,substrate
DB00175,BE0000574,inhibitor
DB00175,BE0002366,inhibitor
DB00176,BE0000749,inhibitor
DB00177,BE0000062,antagonist
DB00178,BE0000221,inhibitor
DB00179,BE0000248,inhibitor
DB00179,BE0000511,modulator
DB00179,BE0004624,inhibitor
DB00180,BE0000794,agonist
DB00181,BE0002340,agonist
DB00181,BE0000919,allosteric modulator
DB00181,BE0000217,agonist
DB00182,BE0000118,inhibitor
DB00182,BE0000647,negative modulator
DB00182,BE0000867,agonist
DB00182,BE0001044,agonist
DB00182,BE0004909,inhibitor
DB00182,BE0000486,agonist
DB00182,BE0000486,substrate
DB00182,BE0004888,agonist
DB00182,BE0004872,agonist
DB00182,BE0000756,binder
DB00182,BE0002196,inhibitor
DB00182,BE0000749,binder
DB00183,BE0001158,agonist
DB00184,BE0000849,agonist
DB00184,BE0002341,agonist
DB00184,BE0000850,agonist
DB00184,BE0000738,agonist
DB00184,BE0003585,agonist
DB00184,BE0003586,agonist
DB00184,BE0003587,agonist
DB00184,BE0002343,agonist
DB00184,BE0000411,agonist
DB00184,BE0003588,agonist
DB00184,BE0003584,agonist
DB00184,BE0002090,inhibitor
DB00184,BE0000519,inhibitor
DB00185,BE0000045,agonist
DB00185,BE0000092,agonist
DB00186,BE0000736,modulator
DB00186,BE0004797,positive allosteric modulator
DB00186,BE0008668,ligand
DB00187,BE0000172,antagonist
DB00188,BE0002348,inhibitor
DB00188,BE0001739,inhibitor
DB00188,BE0002347,inhibitor
DB00189,BE0002346,antagonist
DB00189,BE0000795,antagonist
DB00189,BE0004797,positive allosteric modulator
DB00190,BE0002151,inhibitor
DB00191,BE0000486,inhibitor
DB00191,BE0000749,inhibitor
DB00191,BE0000647,inhibitor
DB00191,BE0002198,antagonist
DB00191,BE0002196,antagonist
DB00191,BE0003476,inhibitor
DB00192,BE0000197,inhibitor
DB00193,BE0000770,agonist
DB00193,BE0000486,inhibitor
DB00193,BE0000749,inhibitor
DB00193,BE0002081,inhibitor
DB00193,BE0004956,inhibitor
DB00193,BE0000013,agonist
DB00193,BE0004864,inducer
DB00193,BE0000533,antagonist
DB00193,BE0000632,agonist
DB00193,BE0000420,agonist
DB00193,BE0002341,antagonist
DB00193,BE0000045,antagonist
DB00193,BE0000092,antagonist
DB00193,BE0000384,inhibitor
DB00193,BE0001023,agonist
DB00194,BE0000241,modulator
DB00194,BE0000308,inhibitor
DB00194,BE0004499,inducer
DB00194,BE0000458,inducer
DB00195,BE0000172,antagonist
DB00195,BE0000694,antagonist
DB00196,BE0000233,inhibitor
DB00197,BE0000215,agonist
DB00197,BE0000215,regulator
DB00197,BE0002088,inverse agonist
DB00197,BE0003722,inverse agonist
DB00197,BE0000996,inhibitor
DB00197,BE0000240,antagonist
DB00197,BE0001204,inhibitor
DB00198,BE0000584,inhibitor
DB00198,BE0000914,inhibitor
DB00198,BE0003200,inhibitor
DB00199,BE0004800,inhibitor
DB00199,BE0003521,agonist
DB00199,BE0000090,inhibitor
DB00200,BE0000734,cofactor
DB00200,BE0000777,cofactor
DB00200,BE0000320,other/unknown
DB00200,BE0000238,other
DB00200,BE0000340,other
DB00200,BE0000936,other
DB00200,BE0002175,other/unknown
DB00201,BE0000013,antagonist
DB00201,BE0001096,inhibitor
DB00201,BE0000924,antagonist
DB00201,BE0000241,antagonist
DB00201,BE0000354,antagonist
DB00201,BE0009789,inhibitor
DB00201,BE0000487,inhibitor
DB00201,BE0004922,inhibitor
DB00201,BE0002385,inhibitor
DB00201,BE0002406,inhibitor
DB00201,BE0002379,inhibitor
DB00201,BE0002407,inhibitor
DB00201,BE0004914,inhibitor
DB00201,BE0004874,inhibitor
DB00202,BE0009927,agonist
DB00202,BE0000560,agonist
DB00202,BE0000045,agonist
DB00203,BE0002458,modulator
DB00203,BE0000182,inhibitor
DB00203,BE0003556,inhibitor
DB00203,BE0003557,inhibitor
DB00203,BE0000404,downregulator
DB00203,BE0003441,downregulator
DB00204,BE0000090,inhibitor
DB00204,BE0000210,inhibitor
DB00204,BE0001131,inhibitor
DB00205,BE0000330,inhibitor
DB00205,BE0003405,modulator
DB00205,BE0000563,inhibitor
DB00206,BE0000118,inhibitor
DB00206,BE0004674,inhibitor
DB00207,BE0004800,inhibitor
DB00207,BE0001092,inhibitor
DB00208,BE0005561,modulator
DB00208,BE0000110,antagonist
DB00209,BE0000247,antagonist
DB00209,BE0000092,antagonist
DB00210,BE0000206,agonist
DB00210,BE0000144,agonist
DB00210,BE0000078,agonist
DB00210,BE0000707,agonist
DB00210,BE0000412,agonist
DB00210,BE0001040,antagonist
DB00210,BE0001164,antagonist
DB00210,BE0000529,inhibitor
DB00211,BE0000501,agonist
DB00211,BE0000575,agonist
DB00211,BE0000715,agonist
DB00212,BE0000270,inhibitor
DB00213,BE0000349,inhibitor
DB00213,BE0000619,modulator
DB00213,BE0000766,inhibitor
DB00214,BE0000281,inhibitor
DB00214,BE0000502,inhibitor
DB00215,BE0000749,inhibitor
DB00215,BE0000442,binder
DB00216,BE0000659,agonist
DB00216,BE0000797,agonist
DB00216,BE0000460,agonist
DB00216,BE0000291,agonist
DB00217,BE0000172,antagonist
DB00217,BE0000644,inhibitor
DB00217,BE0004864,agonist
DB00217,BE0004872,antagonist
DB00218,BE0008385,modulator
DB00218,BE0002388,modulator
DB00218,BE0000366,inhibitor
DB00218,BE0000429,inhibitor
DB00218,BE0000742,inhibitor
DB00218,BE0000930,inhibitor
DB00219,BE0000092,antagonist
DB00220,BE0000664,inhibitor
DB00221,BE0000172,agonist
DB00221,BE0000694,agonist
DB00222,BE0000469,blocker
DB00222,BE0000708,inhibitor
DB00222,BE0000644,inhibitor
DB00222,BE0000207,inducer
DB00223,BE0003997,inhibitor
DB00223,BE0000794,agonist
DB00224,BE0002050,inhibitor
DB00224,BE0004854,inhibitor
DB00226,BE0000486,partial agonist
DB00227,BE0000574,inhibitor
DB00227,BE0000516,inhibitor
DB00227,BE0002366,inhibitor
DB00228,BE0004797,potentiator
DB00228,BE0004902,inhibitor
DB00228,BE0004902,activator
DB00228,BE0000433,potentiator
DB00228,BE0009847,inhibitor
DB00228,BE0009847,activator
DB00228,BE0000218,inhibitor
DB00228,BE0004852,antagonist
DB00228,BE0003888,inhibitor
DB00228,BE0003888,stimulator
DB00229,BE0002393,binder
DB00229,BE0000576,inducer
DB00230,BE0000691,modulator
DB00231,BE0000736,modulator
DB00231,BE0004797,positive allosteric modulator
DB00231,BE0008668,ligand
DB00232,BE0000502,inhibitor
DB00232,BE0000267,inhibitor
DB00232,BE0000322,inhibitor
DB00232,BE0000535,inhibitor
DB00233,BE0000017,modulator
DB00233,BE0000330,modulator
DB00233,BE0000262,inhibitor
DB00233,BE0004655,inhibitor
DB00233,BE0000248,inhibitor
DB00233,BE0003768,unknown
DB00234,BE0000486,inhibitor
DB00235,BE0000436,inhibitor
DB00236,BE0004796,cross-linking/alkylation
DB00237,BE0004797,positive allosteric modulator
DB00237,BE0000795,antagonist
DB00237,BE0009927,inhibitor
DB00237,BE0000640,antagonist
DB00237,BE0000829,antagonist
DB00237,BE0000831,antagonist
DB00237,BE0000830,antagonist
DB00237,BE0000346,antagonist
DB00237,BE0000826,antagonist
DB00237,BE0000832,antagonist
DB00237,BE0000827,antagonist
DB00237,BE0000828,antagonist
DB00238,BE0002050,modulator
DB00238,BE0004136,inhibitor
DB00239,BE0000233,inhibitor
DB00239,BE0004668,inhibitor
DB00239,BE0000956,partial agonist
DB00240,BE0000209,binder
DB00240,BE0000794,agonist
DB00241,BE0000381,potentiator
DB00241,BE0000523,potentiator
DB00241,BE0000478,potentiator
DB00241,BE0000471,potentiator
DB00241,BE0000764,potentiator
DB00241,BE0004797,positive allosteric modulator
DB00241,BE0000795,potentiator
DB00241,BE0000849,antagonist
DB00241,BE0002341,antagonist
DB00241,BE0000829,antagonist
DB00241,BE0000826,antagonist
DB00242,BE0000325,inhibitor
DB00242,BE0002214,inhibitor
DB00242,BE0002450,inhibitor
DB00242,BE0003613,inhibitor
DB00242,BE0004796,other/unknown
DB00242,BE0004796,disruptor
DB00242,BE0000546,inhibitor
DB00242,BE0003614,inhibitor
DB00242,BE0003615,inhibitor
DB00242,BE0003617,inhibitor
DB00242,BE0003616,inhibitor
DB00242,BE0000250,inducer
DB00242,BE0001717,inducer
DB00243,BE0000211,modulator
DB00243,BE0004901,inhibitor
DB00243,BE0009631,inhibitor
DB00243,BE0009739,inhibitor
DB00243,BE0004863,antagonist
DB00243,BE0000172,antagonist
DB00243,BE0009632,other/unknown
DB00244,BE0000262,inhibitor
DB00244,BE0000017,inhibitor
DB00244,BE0000248,inhibitor
DB00244,BE0000215,agonist
DB00244,BE0004655,inhibitor
DB00244,BE0001154,inhibitor
DB00244,BE0000005,inhibitor
DB00245,BE0000092,antagonist
DB00245,BE0000647,inhibitor
DB00245,BE0000442,antagonist
DB00245,BE0000749,inhibitor
DB00245,BE0000486,inhibitor
DB00246,BE0000756,antagonist
DB00246,BE0002341,binder
DB00246,BE0000451,antagonist
DB00246,BE0000291,agonist
DB00246,BE0000659,antagonist
DB00246,BE0000533,antagonist
DB00246,BE0000020,antagonist
DB00246,BE0000145,antagonist
DB00246,BE0000581,antagonist
DB00246,BE0000389,antagonist
DB00246,BE0000797,antagonist
DB00246,BE0000476,antagonist
DB00246,BE0000945,antagonist
DB00246,BE0000650,antagonist
DB00246,BE0000442,antagonist
DB00246,BE0000501,antagonist
DB00246,BE0000575,antagonist
DB00246,BE0000289,antagonist
DB00246,BE0000572,antagonist
DB00246,BE0000342,antagonist
DB00246,BE0000092,antagonist
DB00246,BE0000560,antagonist
DB00246,BE0000045,antagonist
DB00246,BE0000405,antagonist
DB00246,BE0000247,antagonist
DB00246,BE0009860,antagonist
DB00246,BE0004688,antagonist
DB00247,BE0000393,antagonist
DB00247,BE0000533,antagonist
DB00247,BE0000451,antagonist
DB00247,BE0000291,agonist
DB00247,BE0000650,antagonist
DB00247,BE0000797,binder
DB00247,BE0000460,binder
DB00247,BE0000476,binder
DB00248,BE0000756,agonist
DB00248,BE0000393,agonist
DB00248,BE0000581,agonist
DB00248,BE0000451,agonist
DB00248,BE0000572,antagonist
DB00248,BE0000659,agonist
DB00248,BE0000389,agonist
DB00248,BE0000289,antagonist
DB00248,BE0000291,agonist
DB00248,BE0000342,antagonist
DB00248,BE0000145,agonist
DB00248,BE0000020,agonist
DB00248,BE0000797,agonist
DB00248,BE0000533,agonist
DB00248,BE0000650,antagonist
DB00248,BE0000501,binder
DB00248,BE0000575,binder
DB00248,BE0000715,binder
DB00248,BE0000172,binder
DB00248,BE0000694,binder
DB00248,BE0004889,agonist
DB00249,BE0004796,other
DB00249,BE0000458,unknown
DB00250,BE0002087,inhibitor
DB00250,BE0002086,inhibitor
DB00251,BE0000233,antagonist
DB00252,BE0000197,inhibitor
DB00252,BE0000141,inhibitor
DB00252,BE0000090,inhibitor
DB00252,BE0008715,inhibitor
DB00252,BE0002081,inhibitor
DB00252,BE0002084,inhibitor
DB00253,BE0003722,modulator
DB00253,BE0005001,modulator
DB00253,BE0002088,modulator
DB00253,BE0000794,agonist
