drugbank_id,interactant_id,polypeptide_id,synonym
DB00091,BE0003643,Q12908,ISBT
DB00091,BE0003643,Q12908,Na(+)-dependent ileal bile acid transporter
DB00091,BE0003643,Q12908,NTCP2
DB00091,BE0003643,Q12908,"Sodium/taurocholate cotransporting polypeptide, ileal"
DB00091,BE0003643,Q12908,Solute carrier family 10 member 2
DB00091,BE0003644,Q14973,Cell growth-inhibiting gene 29 protein
DB00091,BE0003644,Q14973,Na(+)/bile acid cotransporter
DB00091,BE0003644,Q14973,Na(+)/taurocholate transport protein
DB00091,BE0003644,Q14973,NTCP
DB00091,BE0003644,Q14973,SLC10A1
DB00091,BE0003644,Q14973,Sodium/taurocholate cotransporting polypeptide
DB00091,BE0003644,Q14973,Solute carrier family 10 member 1
DB00091,BE0001066,Q4U2R8,hOAT1
DB00091,BE0001066,Q4U2R8,hPAHT
DB00091,BE0001066,Q4U2R8,hROAT1
DB00091,BE0001066,Q4U2R8,OAT1
DB00091,BE0001066,Q4U2R8,Organic anion transporter 1
DB00091,BE0001066,Q4U2R8,PAH transporter
DB00091,BE0001066,Q4U2R8,PAHT
DB00091,BE0001066,Q4U2R8,Renal organic anion transporter 1
DB00091,BE0003651,Q5T3U5,7.6.2.2
DB00091,BE0003651,Q5T3U5,7.6.2.3
DB00091,BE0003651,Q5T3U5,MRP7
DB00091,BE0003651,Q5T3U5,Multidrug resistance-associated protein 7
DB00091,BE0003651,Q5T3U5,SIMRP7
DB00091,BE0001069,Q92887,7.6.2.-
DB00091,BE0001069,Q92887,7.6.2.2
DB00091,BE0001069,Q92887,7.6.2.3
DB00091,BE0001069,Q92887,Canalicular multidrug resistance protein
DB00091,BE0001069,Q92887,Canalicular multispecific organic anion transporter 1
DB00091,BE0001069,Q92887,CMOAT
DB00091,BE0001069,Q92887,CMOAT1
DB00091,BE0001069,Q92887,CMRP
DB00091,BE0001069,Q92887,MRP2
DB00091,BE0001069,Q92887,Multidrug resistance-associated protein 2
DB00091,BE0001067,Q9UNQ0,7.6.2.2
DB00091,BE0001067,Q9UNQ0,ABCP
DB00091,BE0001067,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00091,BE0001067,Q9UNQ0,BCRP
DB00091,BE0001067,Q9UNQ0,BCRP1
DB00091,BE0001067,Q9UNQ0,Breast cancer resistance protein
DB00091,BE0001067,Q9UNQ0,CDw338
DB00091,BE0001067,Q9UNQ0,Mitoxantrone resistance-associated protein
DB00091,BE0001067,Q9UNQ0,MXR
DB00091,BE0001067,Q9UNQ0,Placenta-specific ATP-binding cassette transporter
DB00091,BE0001067,Q9UNQ0,Urate exporter
DB00091,BE0001004,Q9Y6L6,Liver-specific organic anion transporter 1
DB00091,BE0001004,Q9Y6L6,LST-1
DB00091,BE0001004,Q9Y6L6,LST1
DB00091,BE0001004,Q9Y6L6,OATP-2
DB00091,BE0001004,Q9Y6L6,OATP-C
DB00091,BE0001004,Q9Y6L6,OATP1B1
DB00091,BE0001004,Q9Y6L6,OATP2
DB00091,BE0001004,Q9Y6L6,OATPC
DB00091,BE0001004,Q9Y6L6,Organic anion transporter SLC21A6
DB00091,BE0001004,Q9Y6L6,SLC21A6
DB00091,BE0001004,Q9Y6L6,SLCO1B1
DB00091,BE0001004,Q9Y6L6,Sodium-independent organic anion-transporting polypeptide 2
DB00091,BE0001004,Q9Y6L6,Solute carrier family 21 member 6
DB00091,BE0003659,Q9NPD5,Liver-specific organic anion transporter 2
DB00091,BE0003659,Q9NPD5,LST-2
DB00091,BE0003659,Q9NPD5,LST2
DB00091,BE0003659,Q9NPD5,OATP-8
DB00091,BE0003659,Q9NPD5,OATP1B3
DB00091,BE0003659,Q9NPD5,OATP8
DB00091,BE0003659,Q9NPD5,Organic anion transporter 8
DB00091,BE0003659,Q9NPD5,Organic anion-transporting polypeptide 8
DB00091,BE0003659,Q9NPD5,SLC21A8
DB00091,BE0003659,Q9NPD5,Solute carrier family 21 member 8
DB00103,BE0004494,P20645,46 kDa mannose 6-phosphate receptor
DB00103,BE0004494,P20645,CD Man-6-P receptor
DB00103,BE0004494,P20645,CD-MPR
DB00103,BE0004494,P20645,MPR 46
DB00103,BE0004494,P20645,MPR46
DB00103,BE0004494,P20645,MPRD
DB00104,BE0001032,P08183,ATP-binding cassette sub-family B member 1
DB00104,BE0001032,P08183,MDR1
DB00104,BE0001032,P08183,Multidrug resistance protein 1
DB00104,BE0001032,P08183,P-glycoprotein 1
DB00104,BE0001032,P08183,PGY1
DB00104,BE0001032,P08183,Phospholipid transporter ABCB1
DB00104,BE0001069,Q92887,7.6.2.-
DB00104,BE0001069,Q92887,7.6.2.2
DB00104,BE0001069,Q92887,7.6.2.3
DB00104,BE0001069,Q92887,Canalicular multidrug resistance protein
DB00104,BE0001069,Q92887,Canalicular multispecific organic anion transporter 1
DB00104,BE0001069,Q92887,CMOAT
DB00104,BE0001069,Q92887,CMOAT1
DB00104,BE0001069,Q92887,CMRP
DB00104,BE0001069,Q92887,MRP2
DB00104,BE0001069,Q92887,Multidrug resistance-associated protein 2
DB00107,BE0010032,Q15109,RAGE
DB00107,BE0010032,Q15109,Receptor for advanced glycosylation end products
DB00115,BE0000238,P20061,Haptocorrin
DB00115,BE0000238,P20061,HC
DB00115,BE0000238,P20061,Protein R
DB00115,BE0000238,P20061,TC I
DB00115,BE0000238,P20061,TC-1
DB00115,BE0000238,P20061,TC1
DB00115,BE0000238,P20061,TCI
DB00115,BE0000238,P20061,Transcobalamin I
DB00115,BE0000362,P20062,TC II
DB00115,BE0000362,P20062,TC-2
DB00115,BE0000362,P20062,TC2
DB00115,BE0000362,P20062,TCII
DB00115,BE0000362,P20062,Transcobalamin II
DB00115,BE0004690,P27352,Gastric intrinsic factor
DB00115,BE0004690,P27352,GIF
DB00115,BE0004690,P27352,IF
DB00115,BE0004690,P27352,IFMH
DB00115,BE0004690,P27352,INF
DB00115,BE0004690,P27352,Intrinsic factor
DB00115,BE0000936,O60494,460 kDa receptor
DB00115,BE0000936,O60494,IFCR
DB00115,BE0000936,O60494,Intestinal intrinsic factor receptor
DB00115,BE0000936,O60494,Intrinsic factor-cobalamin receptor
DB00115,BE0000936,O60494,Intrinsic factor-vitamin B12 receptor
DB00115,BE0000942,P98164,Glycoprotein 330
DB00115,BE0000942,P98164,gp330
DB00115,BE0000942,P98164,LRP-2
DB00115,BE0000942,P98164,Megalin
DB00115,BE0000785,P33527,7.6.2.2
DB00115,BE0000785,P33527,ATP-binding cassette sub-family C member 1
DB00115,BE0000785,P33527,Glutathione-S-conjugate-translocating ATPase ABCC1
DB00115,BE0000785,P33527,Leukotriene C(4) transporter
DB00115,BE0000785,P33527,LTC4 transporter
DB00115,BE0000785,P33527,MRP
DB00115,BE0000785,P33527,MRP1
DB00116,BE0001069,Q92887,7.6.2.-
DB00116,BE0001069,Q92887,7.6.2.2
DB00116,BE0001069,Q92887,7.6.2.3
DB00116,BE0001069,Q92887,Canalicular multidrug resistance protein
DB00116,BE0001069,Q92887,Canalicular multispecific organic anion transporter 1
DB00116,BE0001069,Q92887,CMOAT
DB00116,BE0001069,Q92887,CMOAT1
DB00116,BE0001069,Q92887,CMRP
DB00116,BE0001069,Q92887,MRP2
DB00116,BE0001069,Q92887,Multidrug resistance-associated protein 2
DB00117,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00117,BE0003654,Q8TF71,MCT 10
DB00117,BE0003654,Q8TF71,MCT10
DB00117,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00117,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00117,BE0003654,Q8TF71,TAT1
DB00119,BE0000440,O60669,MCT 2
DB00119,BE0000440,O60669,MCT2
DB00119,BE0000440,O60669,Solute carrier family 16 member 7
DB00119,BE0000669,P53985,MCT 1
DB00119,BE0000669,P53985,MCT1
DB00119,BE0000669,P53985,Solute carrier family 16 member 1
DB00119,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00119,BE0003654,Q8TF71,MCT 10
DB00119,BE0003654,Q8TF71,MCT10
DB00119,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00119,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00119,BE0003654,Q8TF71,TAT1
DB00119,BE0003655,Q92959,OATP2A1
DB00119,BE0003655,Q92959,PGT
DB00119,BE0003655,Q92959,PHOAR2
DB00119,BE0003655,Q92959,Prostaglandin transporter
DB00119,BE0003655,Q92959,SLC21A2
DB00119,BE0003655,Q92959,SLCO2A1
DB00119,BE0003655,Q92959,Solute carrier family 21 member 2
DB00119,BE0000449,O15427,MCT 4
DB00119,BE0000449,O15427,MCT3
DB00119,BE0000449,O15427,MCT4
DB00119,BE0000449,O15427,Solute carrier family 16 member 3
DB00120,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00120,BE0003654,Q8TF71,MCT 10
DB00120,BE0003654,Q8TF71,MCT10
DB00120,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00120,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00120,BE0003654,Q8TF71,TAT1
DB00121,BE0000094,Q9Y289,hSMVT
DB00121,BE0000094,Q9Y289,Na(+)-dependent multivitamin transporter
DB00121,BE0000094,Q9Y289,SMVT
DB00121,BE0000094,Q9Y289,Solute carrier family 5 member 6
DB00121,BE0004708,Q8N695,AIT
DB00121,BE0004708,Q8N695,Apical iodide transporter
DB00121,BE0004708,Q8N695,Electrogenic sodium monocarboxylate cotransporter
DB00121,BE0004708,Q8N695,SMCT
DB00121,BE0004708,Q8N695,SMCT1
DB00121,BE0004708,Q8N695,Sodium iodide-related cotransporter
DB00121,BE0004708,Q8N695,Solute carrier family 5 member 8
DB00122,BE0003647,O15244,hOCT2
DB00122,BE0003647,O15244,OCT2
DB00122,BE0003647,O15244,Organic cation transporter 2
DB00122,BE0003648,O15245,hOCT1
DB00122,BE0003648,O15245,OCT1
DB00122,BE0003648,O15245,Organic cation transporter 1
DB00122,BE0003650,O75751,EMT
DB00122,BE0003650,O75751,EMTH
DB00122,BE0003650,O75751,Extraneuronal monoamine transporter
DB00122,BE0003650,O75751,OCT3
DB00122,BE0003650,O75751,Organic cation transporter 3
DB00122,BE0000106,O76082,High-affinity sodium-dependent carnitine cotransporter
DB00122,BE0000106,O76082,OCTN2
DB00122,BE0000106,O76082,Solute carrier family 22 member 5
DB00122,BE0000757,Q9H015,Ergothioneine transporter
DB00122,BE0000757,Q9H015,ET transporter
DB00122,BE0000757,Q9H015,ETT
DB00122,BE0000757,Q9H015,ETTh
DB00122,BE0000757,Q9H015,OCTN1
DB00122,BE0000757,Q9H015,Organic cation/carnitine transporter 1
DB00122,BE0000757,Q9H015,UT2H
DB00122,BE0001059,Q8WWI5,CD92
DB00122,BE0001059,Q8WWI5,CDW92
DB00122,BE0001059,Q8WWI5,CTL1
DB00122,BE0001059,Q8WWI5,Solute carrier family 44 member 1
DB00122,BE0002182,Q53GD3,C6orf29
DB00122,BE0002182,Q53GD3,CTL4
DB00122,BE0002182,Q53GD3,hTPPT1
DB00122,BE0002182,Q53GD3,NG22
DB00122,BE0002182,Q53GD3,Solute carrier family 44 member 4
DB00122,BE0002182,Q53GD3,Thiamine pyrophosphate transporter 1
DB00122,BE0002182,Q53GD3,TPPT1
DB00122,BE0002183,Q8IWA5,CTL2
DB00122,BE0002183,Q8IWA5,Solute carrier family 44 member 2
DB00122,BE0002184,Q8N4M1,CTL3
DB00122,BE0002184,Q8N4M1,Solute carrier family 44 member 3
DB00122,BE0000696,Q9GZV3,CHT
DB00122,BE0000696,Q9GZV3,CHT1
DB00122,BE0000696,Q9GZV3,hCHT1
DB00122,BE0000696,Q9GZV3,Hemicholinium-3-sensitive choline transporter
DB00122,BE0000696,Q9GZV3,Solute carrier family 5 member 7
DB00123,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00123,BE0003654,Q8TF71,MCT 10
DB00123,BE0003654,Q8TF71,MCT10
DB00123,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00123,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00123,BE0003654,Q8TF71,TAT1
DB00123,BE0000757,Q9H015,Ergothioneine transporter
DB00123,BE0000757,Q9H015,ET transporter
DB00123,BE0000757,Q9H015,ETT
DB00123,BE0000757,Q9H015,ETTh
DB00123,BE0000757,Q9H015,OCTN1
DB00123,BE0000757,Q9H015,Organic cation/carnitine transporter 1
DB00123,BE0000757,Q9H015,UT2H
DB00125,BE0000106,O76082,High-affinity sodium-dependent carnitine cotransporter
DB00125,BE0000106,O76082,OCTN2
DB00125,BE0000106,O76082,Solute carrier family 22 member 5
DB00125,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00125,BE0003654,Q8TF71,MCT 10
DB00125,BE0003654,Q8TF71,MCT10
DB00125,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00125,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00125,BE0003654,Q8TF71,TAT1
DB00125,BE0000757,Q9H015,Ergothioneine transporter
DB00125,BE0000757,Q9H015,ET transporter
DB00125,BE0000757,Q9H015,ETT
DB00125,BE0000757,Q9H015,ETTh
DB00125,BE0000757,Q9H015,OCTN1
DB00125,BE0000757,Q9H015,Organic cation/carnitine transporter 1
DB00125,BE0000757,Q9H015,UT2H
DB00126,BE0000168,Q9UHI7,hSVCT1
DB00126,BE0000168,Q9UHI7,Na(+)/L-ascorbic acid transporter 1
DB00126,BE0000168,Q9UHI7,Sodium-dependent vitamin C transporter 1
DB00126,BE0000168,Q9UHI7,SVCT1
DB00126,BE0000168,Q9UHI7,Yolk sac permease-like molecule 3
DB00126,BE0000168,Q9UHI7,YSPL3
DB00126,BE0009869,Q9UGH3,hSVCT2
DB00126,BE0009869,Q9UGH3,KIAA0238
DB00126,BE0009869,Q9UGH3,Na(+)/L-ascorbic acid transporter 2
DB00126,BE0009869,Q9UGH3,NBTL1
DB00126,BE0009869,Q9UGH3,Nucleobase transporter-like 1 protein
DB00126,BE0009869,Q9UGH3,SLC23A1
DB00126,BE0009869,Q9UGH3,Sodium-dependent vitamin C transporter 2
DB00126,BE0009869,Q9UGH3,SVCT2
DB00126,BE0009869,Q9UGH3,Yolk sac permease-like molecule 2
DB00126,BE0009869,Q9UGH3,YSPL2
DB00126,BE0001057,P11166,"Glucose transporter type 1, erythrocyte/brain"
DB00126,BE0001057,P11166,GLUT-1
DB00126,BE0001057,P11166,GLUT1
DB00126,BE0001057,P11166,HepG2 glucose transporter
DB00126,BE0004707,P11169,"Glucose transporter type 3, brain"
DB00126,BE0004707,P11169,GLUT-3
DB00126,BE0004707,P11169,GLUT3
DB00126,BE0000893,P14672,"Glucose transporter type 4, insulin-responsive"
DB00126,BE0000893,P14672,GLUT-4
DB00126,BE0000893,P14672,GLUT4
DB00127,BE0000757,Q9H015,Ergothioneine transporter
DB00127,BE0000757,Q9H015,ET transporter
DB00127,BE0000757,Q9H015,ETT
DB00127,BE0000757,Q9H015,ETTh
DB00127,BE0000757,Q9H015,OCTN1
DB00127,BE0000757,Q9H015,Organic cation/carnitine transporter 1
DB00127,BE0000757,Q9H015,UT2H
DB00127,BE0003648,O15245,hOCT1
DB00127,BE0003648,O15245,OCT1
DB00127,BE0003648,O15245,Organic cation transporter 1
DB00128,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00128,BE0003654,Q8TF71,MCT 10
DB00128,BE0003654,Q8TF71,MCT10
DB00128,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00128,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00128,BE0003654,Q8TF71,TAT1
DB00130,BE0009870,Q9H2H9,Amino acid transporter A1
DB00130,BE0009870,Q9H2H9,ATA1
DB00130,BE0009870,Q9H2H9,N-system amino acid transporter 2
DB00130,BE0009870,Q9H2H9,NAT2
DB00130,BE0009870,Q9H2H9,SAT1
DB00130,BE0009870,Q9H2H9,SNAT1
DB00130,BE0009870,Q9H2H9,Solute carrier family 38 member 1
DB00130,BE0009870,Q9H2H9,System A amino acid transporter 1
DB00130,BE0009870,Q9H2H9,System N amino acid transporter 1
DB00130,BE0009871,Q96QD8,Amino acid transporter A2
DB00130,BE0009871,Q96QD8,ATA2
DB00130,BE0009871,Q96QD8,KIAA1382
DB00130,BE0009871,Q96QD8,Protein 40-9-1
DB00130,BE0009871,Q96QD8,SAT2
DB00130,BE0009871,Q96QD8,SNAT2
DB00130,BE0009871,Q96QD8,Solute carrier family 38 member 2
DB00130,BE0009871,Q96QD8,System A amino acid transporter 2
DB00130,BE0009871,Q96QD8,System A transporter 1
DB00130,BE0009871,Q96QD8,System N amino acid transporter 2
DB00130,BE0000285,Q99624,G17
DB00130,BE0000285,Q99624,N-system amino acid transporter 1
DB00130,BE0000285,Q99624,Na(+)-coupled neutral amino acid transporter 3
DB00130,BE0000285,Q99624,NAT1
DB00130,BE0000285,Q99624,SN1
DB00130,BE0000285,Q99624,SNAT3
DB00130,BE0000285,Q99624,Solute carrier family 38 member 3
DB00130,BE0000285,Q99624,System N amino acid transporter 1
DB00130,BE0000236,Q15758,ASCT2
DB00130,BE0000236,Q15758,ATB(0)
DB00130,BE0000236,Q15758,Baboon M7 virus receptor
DB00130,BE0000236,Q15758,M7V1
DB00130,BE0000236,Q15758,RD114/simian type D retrovirus receptor
DB00130,BE0000236,Q15758,RDR
DB00130,BE0000236,Q15758,RDRC
DB00130,BE0000236,Q15758,Sodium-dependent neutral amino acid transporter type 2
DB00130,BE0000236,Q15758,Solute carrier family 1 member 5
DB00130,BE0000423,Q9UN76,Amino acid transporter ATB0+
DB00130,BE0000423,Q9UN76,Solute carrier family 6 member 14
DB00130,BE0004769,Q9UM01,Monocyte amino acid permease 2
DB00130,BE0004769,Q9UM01,MOP-2
DB00130,BE0004769,Q9UM01,Solute carrier family 7 member 7
DB00130,BE0004769,Q9UM01,y(+)L-type amino acid transporter 1
DB00130,BE0004769,Q9UM01,y+LAT-1
DB00130,BE0004769,Q9UM01,Y+LAT1
DB00130,BE0009872,Q92536,"Cationic amino acid transporter, y+ system"
DB00130,BE0009872,Q92536,KIAA0245
DB00130,BE0009872,Q92536,Solute carrier family 7 member 6
DB00130,BE0009872,Q92536,y(+)L-type amino acid transporter 2
DB00130,BE0009872,Q92536,y+LAT-2
DB00130,BE0009872,Q92536,Y+LAT2
DB00130,BE0000222,Q01650,4F2 LC
DB00130,BE0000222,Q01650,4F2 light chain
DB00130,BE0000222,Q01650,4F2LC
DB00130,BE0000222,Q01650,CD98 light chain
DB00130,BE0000222,Q01650,CD98LC
DB00130,BE0000222,Q01650,E16
DB00130,BE0000222,Q01650,hLAT1
DB00130,BE0000222,Q01650,Integral membrane protein E16
DB00130,BE0000222,Q01650,L-type amino acid transporter 1
DB00130,BE0000222,Q01650,LAT1
DB00130,BE0000222,Q01650,MPE16
DB00130,BE0000222,Q01650,Solute carrier family 7 member 5
DB00130,BE0000222,Q01650,y+ system cationic amino acid transporter
DB00130,BE0000789,Q9UHI5,hLAT2
DB00130,BE0000789,Q9UHI5,L-type amino acid transporter 2
DB00130,BE0000789,Q9UHI5,LAT2
DB00130,BE0000789,Q9UHI5,Solute carrier family 7 member 8
DB00130,BE0002251,P82251,"b(0,+)AT1"
DB00130,BE0002251,P82251,BAT1
DB00130,BE0002251,P82251,"Glycoprotein-associated amino acid transporter b0,+AT1"
DB00130,BE0002251,P82251,Solute carrier family 7 member 9
DB00130,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00130,BE0003654,Q8TF71,MCT 10
DB00130,BE0003654,Q8TF71,MCT10
DB00130,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00130,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00130,BE0003654,Q8TF71,TAT1
DB00133,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00133,BE0003654,Q8TF71,MCT 10
DB00133,BE0003654,Q8TF71,MCT10
DB00133,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00133,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00133,BE0003654,Q8TF71,TAT1
DB00134,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00134,BE0003654,Q8TF71,MCT 10
DB00134,BE0003654,Q8TF71,MCT10
DB00134,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00134,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00134,BE0003654,Q8TF71,TAT1
DB00135,BE0000178,P36021,MCT 7
DB00135,BE0000178,P36021,MCT 8
DB00135,BE0000178,P36021,MCT7
DB00135,BE0000178,P36021,MCT8
DB00135,BE0000178,P36021,Monocarboxylate transporter 7
DB00135,BE0000178,P36021,Solute carrier family 16 member 2
DB00135,BE0000178,P36021,X-linked PEST-containing transporter
DB00135,BE0000178,P36021,XPCT
DB00135,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00135,BE0003654,Q8TF71,MCT 10
DB00135,BE0003654,Q8TF71,MCT10
DB00135,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00135,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00135,BE0003654,Q8TF71,TAT1
DB00138,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00138,BE0003654,Q8TF71,MCT 10
DB00138,BE0003654,Q8TF71,MCT10
DB00138,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00138,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00138,BE0003654,Q8TF71,TAT1
DB00138,BE0002251,P82251,"b(0,+)AT1"
DB00138,BE0002251,P82251,BAT1
DB00138,BE0002251,P82251,"Glycoprotein-associated amino acid transporter b0,+AT1"
DB00138,BE0002251,P82251,Solute carrier family 7 member 9
DB00138,BE0001130,Q07837,"b(0,+)-type amino acid transporter-related heavy chain"
DB00138,BE0001130,Q07837,D2h
DB00138,BE0001130,Q07837,NBAT
DB00138,BE0001130,Q07837,Neutral and basic amino acid transport protein
DB00138,BE0001130,Q07837,rBAT
DB00138,BE0001130,Q07837,Solute carrier family 3 member 1
DB00139,BE0003645,Q8TCC7,hOAT3
DB00139,BE0003645,Q8TCC7,OAT3
DB00139,BE0003645,Q8TCC7,Organic anion/dicarboxylate exchanger
DB00139,BE0003645,Q8TCC7,Solute carrier family 22 member 8
DB00139,BE0002261,Q9UBX3,DIC
DB00139,BE0002261,Q9UBX3,Solute carrier family 25 member 10
DB00139,BE0000022,Q9BZW2,hNaSi-1
DB00139,BE0000022,Q9BZW2,Na(+)/sulfate cotransporter
DB00139,BE0000022,Q9BZW2,NAS1
DB00139,BE0000022,Q9BZW2,NASI1
DB00139,BE0000022,Q9BZW2,Renal sodium/sulfate cotransporter
DB00139,BE0000447,Q13183,Na(+)/dicarboxylate cotransporter 1
DB00139,BE0000447,Q13183,NaDC-1
DB00139,BE0000447,Q13183,NADC1
DB00139,BE0000447,Q13183,Renal sodium/dicarboxylate cotransporter
DB00139,BE0000447,Q13183,SDCT1
DB00139,BE0000611,Q8WWT9,hNaDC3
DB00139,BE0000611,Q8WWT9,Na(+)-coupled carboxylate transporter 3
DB00139,BE0000611,Q8WWT9,NaC3
DB00139,BE0000611,Q8WWT9,NaDC-3
DB00139,BE0000611,Q8WWT9,NADC3
DB00139,BE0000611,Q8WWT9,SDCT2
DB00139,BE0000611,Q8WWT9,SLC13A3
DB00139,BE0000611,Q8WWT9,Sodium-dependent high-affinity dicarboxylate transporter 2
DB00139,BE0000611,Q8WWT9,Solute carrier family 13 member 3
DB00140,BE0001066,Q4U2R8,hOAT1
DB00140,BE0001066,Q4U2R8,hPAHT
DB00140,BE0001066,Q4U2R8,hROAT1
DB00140,BE0001066,Q4U2R8,OAT1
DB00140,BE0001066,Q4U2R8,Organic anion transporter 1
DB00140,BE0001066,Q4U2R8,PAH transporter
DB00140,BE0001066,Q4U2R8,PAHT
DB00140,BE0001066,Q4U2R8,Renal organic anion transporter 1
DB00142,BE0003654,Q8TF71,Aromatic amino acid transporter 1
DB00142,BE0003654,Q8TF71,MCT 10
DB00142,BE0003654,Q8TF71,MCT10
DB00142,BE0003654,Q8TF71,Solute carrier family 16 member 10
DB00142,BE0003654,Q8TF71,T-type amino acid transporter 1
DB00142,BE0003654,Q8TF71,TAT1
DB00142,BE0000669,P53985,MCT 1
DB00142,BE0000669,P53985,MCT1
DB00142,BE0000669,P53985,Solute carrier family 16 member 1
DB00142,BE0002275,Q9H1K4,GC-2
DB00142,BE0002275,Q9H1K4,GC2
DB00142,BE0002275,Q9H1K4,Glutamate/H(+) symporter 2
DB00142,BE0002275,Q9H1K4,Solute carrier family 25 member 18
DB00142,BE0002276,Q9H936,GC-1
DB00142,BE0002276,Q9H936,GC1
DB00142,BE0002276,Q9H936,Glutamate/H(+) symporter 1
DB00142,BE0002276,Q9H936,Solute carrier family 25 member 22
DB00143,BE0000785,P33527,7.6.2.2
DB00143,BE0000785,P33527,ATP-binding cassette sub-family C member 1
DB00143,BE0000785,P33527,Glutathione-S-conjugate-translocating ATPase ABCC1
DB00143,BE0000785,P33527,Leukotriene C(4) transporter
DB00143,BE0000785,P33527,LTC4 transporter
DB00143,BE0000785,P33527,MRP
DB00143,BE0000785,P33527,MRP1
DB00143,BE0001069,Q92887,7.6.2.-
DB00143,BE0001069,Q92887,7.6.2.2
DB00143,BE0001069,Q92887,7.6.2.3
DB00143,BE0001069,Q92887,Canalicular multidrug resistance protein
DB00143,BE0001069,Q92887,Canalicular multispecific organic anion transporter 1
DB00143,BE0001069,Q92887,CMOAT
DB00143,BE0001069,Q92887,CMOAT1
DB00143,BE0001069,Q92887,CMRP
