drugbank_id,interactant_id,polypeptide_id,identifier,name
DB00205,BE0003657,Q96FL8,PF01554,MatE
DB00205,BE0004752,Q86VL8,PF01554,MatE
DB00206,BE0001032,P08183,PF00005,ABC_tran
DB00206,BE0001032,P08183,PF00664,ABC_membrane
DB00206,BE0003648,O15245,PF00083,Sugar_tr
DB00206,BE0000703,O95342,PF00005,ABC_tran
DB00206,BE0000703,O95342,PF00664,ABC_membrane
DB00206,BE0001069,Q92887,PF00005,ABC_tran
DB00206,BE0001069,Q92887,PF00664,ABC_membrane
DB00206,BE0003647,O15244,PF00083,Sugar_tr
DB00206,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00206,BE0001004,Q9Y6L6,PF03137,OATP
DB00206,BE0001042,O94956,PF03137,OATP
DB00207,BE0001032,P08183,PF00005,ABC_tran
DB00207,BE0001032,P08183,PF00664,ABC_membrane
DB00207,BE0001069,Q92887,PF00005,ABC_tran
DB00207,BE0001069,Q92887,PF00664,ABC_membrane
DB00211,BE0001018,P46059,PF00854,PTR2
DB00213,BE0001032,P08183,PF00005,ABC_tran
DB00213,BE0001032,P08183,PF00664,ABC_membrane
DB00213,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00213,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00213,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00213,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00214,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00214,BE0001004,Q9Y6L6,PF03137,OATP
DB00215,BE0001032,P08183,PF00005,ABC_tran
DB00215,BE0001032,P08183,PF00664,ABC_membrane
DB00216,BE0001032,P08183,PF00005,ABC_tran
DB00216,BE0001032,P08183,PF00664,ABC_membrane
DB00220,BE0001032,P08183,PF00005,ABC_tran
DB00220,BE0001032,P08183,PF00664,ABC_membrane
DB00220,BE0003648,O15245,PF00083,Sugar_tr
DB00220,BE0003642,P46721,PF07648,Kazal_2
DB00220,BE0003642,P46721,PF03137,OATP
DB00220,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00220,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00220,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00220,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00220,BE0001004,Q9Y6L6,PF03137,OATP
DB00220,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00220,BE0003659,Q9NPD5,PF03137,OATP
DB00220,BE0001042,O94956,PF03137,OATP
DB00220,BE0000703,O95342,PF00005,ABC_tran
DB00220,BE0000703,O95342,PF00664,ABC_membrane
DB00222,BE0000703,O95342,PF00005,ABC_tran
DB00222,BE0000703,O95342,PF00664,ABC_membrane
DB00224,BE0001032,P08183,PF00005,ABC_tran
DB00224,BE0001032,P08183,PF00664,ABC_membrane
DB00224,BE0003648,O15245,PF00083,Sugar_tr
DB00224,BE0000785,P33527,PF00005,ABC_tran
DB00224,BE0000785,P33527,PF00664,ABC_membrane
DB00224,BE0003642,P46721,PF07648,Kazal_2
DB00224,BE0003642,P46721,PF03137,OATP
DB00224,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00224,BE0001004,Q9Y6L6,PF03137,OATP
DB00224,BE0001069,Q92887,PF00005,ABC_tran
DB00224,BE0001069,Q92887,PF00664,ABC_membrane
DB00224,BE0001042,O94956,PF03137,OATP
DB00224,BE0000703,O95342,PF00005,ABC_tran
DB00224,BE0000703,O95342,PF00664,ABC_membrane
DB00227,BE0001032,P08183,PF00005,ABC_tran
DB00227,BE0001032,P08183,PF00664,ABC_membrane
DB00227,BE0003642,P46721,PF07648,Kazal_2
DB00227,BE0003642,P46721,PF03137,OATP
DB00227,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00227,BE0001004,Q9Y6L6,PF03137,OATP
DB00227,BE0001069,Q92887,PF00005,ABC_tran
DB00227,BE0001069,Q92887,PF00664,ABC_membrane
DB00227,BE0000703,O95342,PF00005,ABC_tran
DB00227,BE0000703,O95342,PF00664,ABC_membrane
DB00227,BE0001042,O94956,PF03137,OATP
DB00227,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00227,BE0003659,Q9NPD5,PF03137,OATP
DB00229,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00229,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00230,BE0001054,P43005,PF00375,SDF
DB00230,BE0000222,Q01650,PF13520,AA_permease_2
DB00234,BE0001032,P08183,PF00005,ABC_tran
DB00234,BE0001032,P08183,PF00664,ABC_membrane
DB00237,BE0001057,P11166,PF00083,Sugar_tr
DB00238,BE0003648,O15245,PF00083,Sugar_tr
DB00242,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00242,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00242,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00242,BE0003672,Q9HAS3,PF07670,Gate
DB00242,BE0003672,Q9HAS3,PF07662,Nucleos_tra2_C
DB00242,BE0003672,Q9HAS3,PF01773,Nucleos_tra2_N
DB00242,BE0001032,P08183,PF00005,ABC_tran
DB00242,BE0001032,P08183,PF00664,ABC_membrane
DB00242,BE0001204,Q99808,PF01733,Nucleoside_tran
DB00243,BE0000703,O95342,PF00005,ABC_tran
DB00243,BE0000703,O95342,PF00664,ABC_membrane
DB00243,BE0001032,P08183,PF00005,ABC_tran
DB00243,BE0001032,P08183,PF00664,ABC_membrane
DB00243,BE0003657,Q96FL8,PF01554,MatE
DB00243,BE0004752,Q86VL8,PF01554,MatE
DB00244,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00244,BE0001004,Q9Y6L6,PF03137,OATP
DB00244,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00244,BE0003659,Q9NPD5,PF03137,OATP
DB00244,BE0001042,O94956,PF03137,OATP
DB00246,BE0001032,P08183,PF00005,ABC_tran
DB00246,BE0001032,P08183,PF00664,ABC_membrane
DB00248,BE0001032,P08183,PF00005,ABC_tran
DB00248,BE0001032,P08183,PF00664,ABC_membrane
DB00252,BE0003660,Q9NYB5,PF07648,Kazal_2
DB00252,BE0003660,Q9NYB5,PF03137,OATP
DB00252,BE0001032,P08183,PF00005,ABC_tran
DB00252,BE0001032,P08183,PF00664,ABC_membrane
DB00252,BE0001069,Q92887,PF00005,ABC_tran
DB00252,BE0001069,Q92887,PF00664,ABC_membrane
DB00253,BE0003642,P46721,PF07648,Kazal_2
DB00253,BE0003642,P46721,PF03137,OATP
DB00253,BE0001032,P08183,PF00005,ABC_tran
DB00253,BE0001032,P08183,PF00664,ABC_membrane
DB00253,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00254,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00254,BE0002369,Q2M3G0,PF00005,ABC_tran
DB00254,BE0002369,Q2M3G0,PF00664,ABC_membrane
DB00255,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00255,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00255,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00255,BE0001032,P08183,PF00005,ABC_tran
DB00255,BE0001032,P08183,PF00664,ABC_membrane
DB00255,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00255,BE0001004,Q9Y6L6,PF03137,OATP
DB00255,BE0001042,O94956,PF03137,OATP
DB00255,BE0000703,O95342,PF00005,ABC_tran
DB00255,BE0000703,O95342,PF00664,ABC_membrane
DB00257,BE0001032,P08183,PF00005,ABC_tran
DB00257,BE0001032,P08183,PF00664,ABC_membrane
DB00257,BE0000703,O95342,PF00005,ABC_tran
DB00257,BE0000703,O95342,PF00664,ABC_membrane
DB00257,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00257,BE0001004,Q9Y6L6,PF03137,OATP
DB00257,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00257,BE0003659,Q9NPD5,PF03137,OATP
DB00260,BE0004704,Q495M3,PF01490,Aa_trans
DB00264,BE0003647,O15244,PF00083,Sugar_tr
DB00270,BE0000703,O95342,PF00005,ABC_tran
DB00270,BE0000703,O95342,PF00664,ABC_membrane
DB00273,BE0001032,P08183,PF00005,ABC_tran
DB00273,BE0001032,P08183,PF00664,ABC_membrane
DB00273,BE0004907,Q13131,PF16579,AdenylateSensor
DB00273,BE0004907,Q13131,PF21147,AMPK_alpha_AID
DB00273,BE0004907,Q13131,PF00069,Pkinase
DB00273,BE0004907,P54646,PF16579,AdenylateSensor
DB00273,BE0004907,P54646,PF21147,AMPK_alpha_AID
DB00273,BE0004907,P54646,PF00069,Pkinase
DB00273,BE0004907,Q9Y478,PF04739,AMPKBI
DB00273,BE0004907,Q9Y478,PF16561,AMPK1_CBM
DB00273,BE0004907,O43741,PF04739,AMPKBI
DB00273,BE0004907,O43741,PF16561,AMPK1_CBM
DB00273,BE0004907,P54619,PF00571,CBS
DB00273,BE0004907,Q9UGJ0,PF00571,CBS
DB00273,BE0004907,Q9UGI9,PF00571,CBS
DB00274,BE0001018,P46059,PF00854,PTR2
DB00274,BE0001134,Q16348,PF00854,PTR2
DB00275,BE0001069,Q92887,PF00005,ABC_tran
DB00275,BE0001069,Q92887,PF00664,ABC_membrane
DB00275,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00275,BE0003659,Q9NPD5,PF03137,OATP
DB00275,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00275,BE0001004,Q9Y6L6,PF03137,OATP
DB00275,BE0000703,O95342,PF00005,ABC_tran
DB00275,BE0000703,O95342,PF00664,ABC_membrane
DB00276,BE0001032,P08183,PF00005,ABC_tran
DB00276,BE0001032,P08183,PF00664,ABC_membrane
DB00277,BE0003646,Q9Y694,PF07690,MFS_1
DB00279,BE0003642,P46721,PF07648,Kazal_2
DB00279,BE0003642,P46721,PF03137,OATP
DB00279,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00279,BE0001004,Q9Y6L6,PF03137,OATP
DB00279,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00279,BE0003659,Q9NPD5,PF03137,OATP
DB00279,BE0003653,Q6ZQN7,PF07648,Kazal_2
DB00279,BE0003653,Q6ZQN7,PF03137,OATP
DB00279,BE0003644,Q14973,PF01758,SBF
DB00279,BE0003660,Q9NYB5,PF07648,Kazal_2
DB00279,BE0003660,Q9NYB5,PF03137,OATP
DB00279,BE0003656,Q96BD0,PF07648,Kazal_2
DB00279,BE0003656,Q96BD0,PF03137,OATP
DB00279,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00279,BE0003654,Q8TF71,PF07690,MFS_1
DB00279,BE0001032,P08183,PF00005,ABC_tran
DB00279,BE0001032,P08183,PF00664,ABC_membrane
DB00279,BE0000222,Q01650,PF13520,AA_permease_2
DB00280,BE0003648,O15245,PF00083,Sugar_tr
DB00280,BE0003647,O15244,PF00083,Sugar_tr
DB00281,BE0000106,O76082,PF00083,Sugar_tr
DB00281,BE0001032,P08183,PF00005,ABC_tran
DB00281,BE0001032,P08183,PF00664,ABC_membrane
DB00285,BE0001032,P08183,PF00005,ABC_tran
DB00285,BE0001032,P08183,PF00664,ABC_membrane
DB00285,BE0001067,Q9UNQ0,PF00005,ABC_tran
DB00285,BE0001067,Q9UNQ0,PF01061,ABC2_membrane
DB00285,BE0001067,Q9UNQ0,PF19055,ABC2_membrane_7
DB00286,BE0001061,O15438,PF00005,ABC_tran
DB00286,BE0001061,O15438,PF00664,ABC_membrane
DB00286,BE0001188,O15439,PF00005,ABC_tran
DB00286,BE0001188,O15439,PF00664,ABC_membrane
DB00286,BE0000785,P33527,PF00005,ABC_tran
DB00286,BE0000785,P33527,PF00664,ABC_membrane
DB00286,BE0003642,P46721,PF07648,Kazal_2
DB00286,BE0003642,P46721,PF03137,OATP
DB00286,BE0003644,Q14973,PF01758,SBF
DB00286,BE0003652,Q63ZE4,PF00083,Sugar_tr
DB00286,BE0003645,Q8TCC7,PF00083,Sugar_tr
DB00286,BE0003660,Q9NYB5,PF07648,Kazal_2
DB00286,BE0003660,Q9NYB5,PF03137,OATP
DB00286,BE0001004,Q9Y6L6,PF07648,Kazal_2
DB00286,BE0001004,Q9Y6L6,PF03137,OATP
DB00286,BE0001042,O94956,PF03137,OATP
DB00286,BE0001032,P08183,PF00005,ABC_tran
DB00286,BE0001032,P08183,PF00664,ABC_membrane
DB00286,BE0001066,Q4U2R8,PF00083,Sugar_tr
DB00286,BE0003667,Q86UW1,PF03619,Solute_trans_a
DB00286,BE0003668,Q86UW2,PF15048,OSTbeta
DB00286,BE0001069,Q92887,PF00005,ABC_tran
DB00286,BE0001069,Q92887,PF00664,ABC_membrane
DB00286,BE0003656,Q96BD0,PF07648,Kazal_2
DB00286,BE0003656,Q96BD0,PF03137,OATP
DB00286,BE0003658,Q96J66,PF00005,ABC_tran
DB00286,BE0003658,Q96J66,PF00664,ABC_membrane
DB00286,BE0003659,Q9NPD5,PF07648,Kazal_2
DB00286,BE0003659,Q9NPD5,PF03137,OATP
DB00286,BE0000879,Q9NSA0,PF00083,Sugar_tr
DB00286,BE0003661,Q9UIG8,PF07648,Kazal_2
DB00286,BE0003661,Q9UIG8,PF03137,OATP
