drugbank_id,ref_id,title,url
DB00007,,"FDA Approved Drug Products: CAMCEVI (leuprolide) injectable emulsion, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/211488s000lbl.pdf
DB00007,,FDA Approved Drug Products: LUPRON DEPOT (leuprolide acetate for depot suspension) (Dec 2023),"https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020517s045,019732s048lbl.pdf"
DB00008,,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB00009,,FDA Approved Drug Products: ACTIVASE (alteplase) injection for intravenous use,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103172s5268lbl.pdf
DB00009,,Genentech: ACTIVASE (alteplase) SDS,https://www.gene.com/download/pdf/ACTIVASEVials50mgSAPSDS.pdf
DB00009,,FDA Approved Drug Products: Cathflo Activase (alteplase) powder for reconstitution for use in central venous access devices,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103172s5260lbl.pdf
DB00013,,FDA Approved Drug Products: Kinlytic Urokinase Injection (Discontinued),https://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021846s101lbl.pdf
DB00013,,Health Canada Approved Drug Products: Urokinase Injection,https://pdf.hres.ca/dpd_pm/00009157.PDF
DB00016,,FDA News Release: FDA approves first epoetin alfa biosimilar for the treatment of anemia,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm607703.htm
DB00016,,Linus Pauling Institute Micronutrient Information Center: Vitamin E,http://lpi.oregonstate.edu/infocenter/vitamins/vitaminE/
DB00019,,"FDA Approved Drug Products: NEULASTA (pegfilgrastim) injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125031s189s191lbl.pdf
DB00019,,Amgen: Neulasta (pegfilgrastim) MSDS,https://www.msds.amgen.com/~/media/amgen/repositorysites/msds-amgen-com/neulasta_sds.ashx
DB00019,,GENERICS AND BIOSIMILARS INITIATIVE: Biosimilars of pegfilgrastim,http://gabionline.net/Biosimilars/General/Biosimilars-of-pegfilgrastim
DB00019,,GENERICS AND BIOSIMILARS INITIATIVE: EMA approval for pegfilgrastim biosimilar Grasustek,http://gabionline.net/Biosimilars/News/EMA-approval-for-pegfilgrastim-biosimilar-Grasustek
DB00019,,FDA: Biosimilar and Interchangeable Products,https://www.fda.gov/drugs/biosimilars/biosimilar-and-interchangeable-products
DB00019,,Cancer Care Ontario Drug Information: Pegfilgrastim,https://www.cancercareontario.ca/en/node/43921
DB00019,,"FDA Approved Drug Products: STIMUFEND (pegfilgrastim-fpgk) injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761173s000lbl.pdf
DB00019,,"FDA Approved Drug Products: UDENYCA (pegfilgrastim-cbqv) injection, for subcutaneous use (November 2022)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761039s014lbl.pdf
DB00022,,"American Association for the Study of Liver Diseases; Infectious Diseases Society of America. HCV guidance. http://hcvguidelines.org. Accessed June 12, 2017.",http://hcvguidelines.org/full-report-view
DB00022,,"FDA Approved Drug Products: SYLATRON (peginterferon alfa-2b) for injection, for subcutaneous use (December 2018)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103949s5312lbl.pdf
DB00023,,"UniProtKB - V6FYV8 (V6FYV8_ECOLX): E. coli L-asparaginase, type II FASTA sequence",http://www.uniprot.org/uniprot/V6FYV8
DB00023,,FDA Approved Drug Products: Elspar (asparaginase) for intravenous or intramuscular injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/101063s5169lbl.pdf
DB00025,,"FDA Approved Drug Products: KOGENATE FS (Antihemophilic Factor [Recombinant], Formulated with Sucrose) For Intravenous Use, Lyophilized Powder for Reconstitution",https://www.fda.gov/media/70484/download
DB00025,,"DailyMed Label: ADVATE [antihemophilic factor (recombinant)] lyophilized powder for reconstitution, for intravenous injection",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=80fa03d2-cd4c-4155-9b57-1396c4fa42da
DB00026,,FDA Approved Drug Products: KINERET (anakinra) subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/103950s5189lbl.pdf
DB00026,,FDA Clinical Pharmacology and Biopharmaceutics Review: Kineret (anakinra) subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/103950-0_Kineret_Biopharmr.PDF
DB00026,,FDA Clinical Pharmacology Review: Kineret (anakinra) subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/103950-0_Kineret_Pharmr.PDF
DB00026,,"FDA Emergency Use Authorization (EUA) Drug Products: KINERET (anakinra) injection, for subcutaneous use",https://www.kineretrxhcp.com/pdf/Fact%20Sheet%20for%20Healthcare%20Providers.pdf
DB00026,,FDA Letter of Authorization (LOA): Kineret LOA 11082022,https://www.fda.gov/media/163081/download
DB00028,,FDA Approved Drug Products: Cutaquig (human immunoglobulin G-hipp) solution for subcutaneous infusion,https://www.fda.gov/media/119234/download
DB00028,,FDA Approved Drug Products: Asceniv (human immunoglobulin G-sira) for intravenous injection,https://www.fda.gov/media/122525/download
DB00028,,FDA Approved Drug Products: Bivigam (human immunoglobulin G) for intravenous injection,https://www.fda.gov/media/84782/download
DB00028,,FDA Approved Drug Products: Carimune NF (human immunoglobulin G) for intravenous injection,https://www.fda.gov/media/76582/download
DB00028,,FDA Approved Drug Products: Flebogamma 5% (human immunoglobulin G) solution for intravenous administration,https://www.fda.gov/media/76962/download
DB00028,,FDA Approved Drug Products: Flebogamma 10% (human immunoglobulin G) for intravenous administration,https://www.fda.gov/media/83042/download
DB00028,,FDA Approved Drug Products: Gammagard Liquid (human immunoglobulin G) for subcutaneous and intravenous administration,https://www.fda.gov/media/70812/download
DB00028,,"FDA Approved Drug Products: Gammagard S/D (human immunoglobulin G, solvent detergent treated) for intravenous administration",https://www.fda.gov/media/78185/download
DB00028,,"FDA Approved Drug Products: Gamunex-C (human immunoglobulin G, purified) for intravenous injection",https://www.fda.gov/media/70738/download
DB00028,,FDA Approved Drug Products: Octagam (human immunoglobulin G) solution for intravenous administration,https://www.fda.gov/media/70911/download
DB00028,,FDA Approved Drug Products: Panzyga (human immunoglobulin G-ifas) liquid for intravenous administration,https://www.fda.gov/media/115397/download
DB00028,,FDA Approved Drug Products: Privigen (human immunoglobulin G) liquid for intravenous administration,https://www.fda.gov/media/83304/download
DB00028,,FDA Approved Drug Products: Cuvitru (human immunoglobulin G) solution for subcutaneous injection,https://www.fda.gov/media/100531/download
DB00028,,FDA Approved Drug Products: Hizentra (human immunoglobulin G) liquid for subcutaneous injection,https://www.fda.gov/media/78466/download
DB00028,,FDA Approved Drug Products: Hyqvia (human immunoglobulin G/human recombinant hyaluronidase) solution for subcutaneous injection,https://www.fda.gov/media/89844/download
DB00028,,FDA Approved Drug Products: Xembify (human immunoglobulin G-klhw) solution for subcutaneous injection,https://www.fda.gov/media/128601/download
DB00028,,FDA Approved Drug Products: Hyqvia (human immunoglobulin G/human recombinant hyaluronidase) solution for subcutaneous injection,https://www.shirecontent.com/PI/PDFs/HYQVIA_USA_ENG.pdf
DB00030,,FDA Approved Drug Products: Humulin R (insulin human),https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/018780s126s134lbl.pdf
DB00030,,"FDA Approved Drug Products: AFREZZA® (insulin human) inhalation powder, for oral inhalation use (February 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/022472s023lbl.pdf
DB00030,,FDA Approved Drug Products: AFREZZA (insulin human) Inhalation Powder,https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/022472lbl.pdf
DB00034,,IlacaBak: Interferon alfa 2a ATC Sınıflaması,https://www.ilacabak.com/etkengoster.php?Id=334
DB00035,,DDVAP Nasal Spray FDA Label,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/017922s038,018938s027,019955s013lbl.pdf"
DB00035,,Stimate (desmopressin acetate) nasal spray FDA Label,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/020355s020lbl.pdf
DB00035,,UKPAR for Desmopressin acetate 100mcg and 200mcg Tablets,http://www.mhra.gov.uk/home/groups/par/documents/websiteresources/con2033807.pdf
DB00036,,"FDA Approved Drug Products: SEVENFACT [coagulation factor VIIa (recombinant)-jncw] Lyophilized Powder for Solution, for Intravenous Use",https://www.fda.gov/media/136610/download
DB00036,,Health Canada Product Monograph: NiaStase RT (eptacog alfa (activated) ) powder for injection,https://pdf.hres.ca/dpd_pm/00042076.PDF
DB00039,,FDA Approved Drug Product: Kepivance (Palifermin) Intravenous Injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125103s176lbl.pdf
DB00040,,FDA Approved Drug Products: Glucagon Hydrochloride Injection (Discontinued),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012122
DB00040,,FDA Approved Drug Products: Glucagon Intravenous or Intramuscular Injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/201849s002lbl.pdf
DB00040,,FDA Approved Drug Products: Glucagon for Injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020928s056lbl.pdf
DB00040,,"FDA Approved Drug Products: Glucagon Subcutaneous, Intramuscular, or Intravenous Injection",https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020918s052lbl.pdf
DB00040,,FDA Approved Drug Products: Glucagon Nasal Powder,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210134s000lbl.pdf
DB00040,,Medsafe New Zealand: Glucagon Data Sheet,https://www.medsafe.govt.nz/profs/Datasheet/g/GlucaGeninj.pdf
DB00040,,FDA Approved Drug Products: Glucagon Subcutaneous Auto-Injector and Pre-Filled Syringe,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212097s000lbl.pdf
DB00041,,PROLEUKIN® (aldesleukin) FDA label,https://www.accessdata.fda.gov/drugsatfda_docs/label/2012/103293s5130lbl.pdf
DB00043,,"FDA Approved Drug Products: XOLAIR (omalizumab) injection, for subcutaneous use (February 2024)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/103976s5245lbl.pdf
DB00043,,EMA Approved Drug Products: Xolair (omalizumab) Subcutaneous Injection,https://www.ema.europa.eu/en/documents/product-information/xolair-epar-product-information_en.pdf
DB00043,,Genentech: XOLAIR (omalizumab) MSDS,https://www.gene.com/download/pdf/XOLAIRPFS150mgSAPSDS2.pdf
DB00046,,HUMALOG FDA Label,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020563s196s198s199,205747s022s025s026lbl.pdf"
DB00046,,"FDA Approved Drug Products: HUMALOG (insulin lispro) injection, for subcutaneous or intravenous use (July 2023)","https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/020563s202,021017s146,021018s132,205747s028lbl.pdf"
DB00046,,FDA Approved Drug Products: HUMALOG® Mix50/50TM (50% INSULIN LISPRO PROTAMINE AND 50% INSULIN LISPRO) INJECTION,https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021018s067lbl.pdf
DB00046,,FDA Approved Drug Products: HUMALOG® Mix75/25TM (75% INSULIN LISPRO PROTAMINE SUSPENSION AND 25% INSULIN LISPRO) INJECTION,https://www.accessdata.fda.gov/drugsatfda_docs/label/2011/021017s074lbl.pdf
DB00047,,FDA Approved Drug Products: Lantus (Insulin glargine) for subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021081s073s074lbl.pdf
DB00047,,FDA Approved Drug Products: Semglee (insulin glargine-yfgn) for subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/210605s000lbl.pdf
DB00047,,FDA Press Announcement: FDA Approves First Interchangeable Biosimilar Insulin Product for Treatment of Diabetes,https://www.fda.gov/news-events/press-announcements/fda-approves-first-interchangeable-biosimilar-insulin-product-treatment-diabetes
DB00047,,"Health Canada Approved Drug Products: LANTUS (insulin glargine, rDNA origin) solution for injection",https://pdf.hres.ca/dpd_pm/00063800.PDF
DB00047,,Health Canada Approved Drug Products: Semglee (insulin glargine-yfgn) solution for subcutaneous injection,https://pdf.hres.ca/dpd_pm/00065501.PDF
DB00048,,FDA Approved Products: Qwo (collagenase clostridium histolyticum-aaes) for subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761146s000lbl.pdf
DB00048,,FDA Approved Products: Ziaflex (collagenase clostridium histolyticum) for intralesional use,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125338s109lbl.pdf
DB00048,,"Thermo Fisher SDS: Collagenase, Type II Powder",https://www.thermofisher.com/document-connect/document-connect.html?url=https%3A%2F%2Fassets.thermofisher.com%2FTFS-Assets%2FLSG%2FSDS%2F17101015_MTR-NALT_EN.pdf&title=MTcxMDEwMTU=
DB00048,,Endo International website,https://www.endo.com
DB00048,,FDA Approved Products: Santyl (collagenase) ointment,https://santyl.com/sites/default/files/2019-12/SANTYL-PI.pdf
DB00048,,Product monograph: Santyl (collagenase),https://pdf.hres.ca/dpd_pm/00028617.PDF
DB00051,,Patent: Methods related to adalimumab,https://patents.google.com/patent/US20150158943
DB00051,,"Sandoz received US FDA approval for bio similar, Hyrimoz",https://www.novartis.com/news/media-releases/sandoz-receives-us-fda-approval-biosimilar-hyrimoztm-adalimumab-adaz
DB00051,,HUMIRA website,https://www.humira.com/hidradenitis-suppurativa
DB00051,,Abbvie Website,https://www.abbvie.com/our-science/pipeline/humira.html
DB00051,,FDA Approved Drug Products: HUMIRA (adalimumab) injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125057s417lbl.pdf
DB00051,,FDA Approved Drug Products: HUMIRA (adalimumab) injection 2022,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761059s004lbl.pdf
DB00051,,"FDA Approved Drug Products: HULIO (adalimumab-fkjp) injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761154s002lbl.pdf
DB00051,,"FDA Approved Drug Products: HADLIMA (adalimumab-bwwd) injection, for subcutaneous use",https://www.organon.com/wp-content/uploads/sites/2/2022/08/FDA_b761059_S005_Hadlima_8.15.22_letterlabeling_002_clean.pdf
DB00051,,"FDA Approved Drug Products: AMJEVITA (adalimumab-atto) injection, for subcutaneous use (November 2022)",https://www.pi.amgen.com/-/media/Project/Amgen/Repository/pi-amgen-com/Amjevita/amjevita_pi_hcp_english.pdf
DB00051,,"FDA Approved Drug Products: HYRIMOZ (adalimumab-adaz) injection, for subcutaneous use",https://www.us.sandoz.com/sites/www.us.sandoz.com/files/Hyrimoz_Highlights_Prescribing_Information.pdf
DB00051,,EMA Approved Drug Products: Hyrimoz (adalimumab) Subcutaneous Injection,https://www.ema.europa.eu/en/documents/product-information/hyrimoz-epar-product-information_en.pdf
DB00051,,"FDA Approved Drug Products: YUFLYMA (adalimumab-aaty) injection, for subcutaneous use",https://www.celltrionhealthcare.com/en-us/products/yuflyma/CT-P17-BLA-USPI.pdf
DB00051,,"FDA Approved Drug Products: HADLIMA (adalimumab-bwwd) injection, for subcutaneous use (June 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761059s006lbl.pdf
DB00051,,"FDA Approved Drug Products: CYLTEZO® (adalimumab-adbm) injection, for subcutaneous use (July 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761058s018lbl.pdf
DB00051,,"FDA Approved Drug Products: AMJEVITA (adalimumab-atto) injection, for subcutaneous use (July 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761024s017lbl.pdf
DB00051,,"FDA Approved Drug Products: HADLIMA (adalimumab-bwwd) injection, for subcutaneous use (July 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761059s008lbl.pdf
DB00051,,"FDA Approved Drug Products: HULIO (adalimumab-fkjp) injection, for subcutaneous use (September 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761154s005lbl.pdf
DB00051,,"FDA Approved Drug Products: HYRIMOZ (adalimumab-adaz) injection, for subcutaneous use (September 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761071s016lbl.pdf
DB00051,,"FDA Approved Drug Products: ABRILADA(adalimumab-afzb) injection, for subcutaneous use (October2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761118s007lbl.pdf
DB00051,,"FDA Approved Drug Products: HYRIMOZ (adalimumab-aaty) injection, for subcutaneous use (October2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761219s001lbl.pdf
DB00051,,"FDA Approved Drug Products: IDACIO (adalimumab-aacf) injection, for subcutaneous use (October 2023)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761255s002lbl.pdf
DB00052,,"FDA Approved Drug Products: Norditropin (somatropin) injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021148s049lbl.pdf
DB00052,,"FDA Approved Drug Products: ZORBTIVE (somatropin) for injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020604s074lbl.pdf
DB00052,,"FDA Approved Drug Products: SEROSTIM (somatropin) for injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020604s093lbl.pdf
DB00052,,"StatPearls: Physiology, Growth Hormone",https://www.ncbi.nlm.nih.gov/books/NBK482141/
DB00052,,"FDA Approved Drug Products: ZOMACTON (somatropin) for injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/180717s048s049s050s051lbl.pdf
DB00052,,"FDA Approved Drug Products: GENOTROPIN (somatropin) for injection, for subcutaneous use",https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020280s090lbl.pdf
DB00052,,"FDA Approved Drug Products: Nutropin (somatropin) injection, for subcutaneous use","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/019676s044,020168s024lbl.pdf"
DB00052,,Pfizer: Genotropin (Somatropin) Safety Data Sheet,https://pfe-pfizercom-prod.s3.amazonaws.com/products/material_safety_data/Somatropin_for_inj_06-2mg_15-March-2018.pdf
DB00056,,FDA Press Announcements: FDA approves Mylotarg for treatment of acute myeloid leukemia,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm574507.htm?source=govdelivery&utm_medium=email&utm_source=govdelivery
DB00058,,FDA Approved Products: PROLASTIN® 5 -C LIQUID (Alpha1-Proteinase Inhibitor [Human]) Solution for Intravenous Injection,https://www.fda.gov/media/78388/download
DB00059,,FDA Approved Drug Products: ONCASPAR (pegaspargase) injection for intramuscular or intravenous use,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103411s5205lbl.pdf
DB00059,,EMA Summary of Product Characteristics: Oncaspar (pegaspargase) powder for solution for injection/infusion,https://www.ema.europa.eu/en/documents/product-information/oncaspar-epar-product-information_en.pdf
DB00062,,BLA APPROVAL,https://www.fda.gov/downloads/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/FractionatedPlasmaProducts/UCM611260.pdf
DB00062,,ALBUMIN (HUMAN)- albumin human solution DailyMed,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ddaae99-05e1-e05c-e63c-0c58965d157d
DB00062,,PDR-Human Albumin,http://www.pdr.net/drug-summary/Human-Albumin-Grifols-25--albumin--human--1765
DB00062,,Alburx,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad74b7f5-b380-47ab-b19d-eef92c8eb7a4
DB00062,,Human Albumin,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=90f0c351-3977-2b84-0a6a-e9cb091430ca
DB00062,,Plasbumin,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ead60f3e-9dcc-7afe-2220-4f2381f3c140
DB00063,,FDA Approved Drug Products: INTEGRILIN (eptifibatide) injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/020718s039lbl.pdf
DB00065,,Health Canada Approved Drug Products: REMSIMA (infliximab) Subcutaneous Injection,https://pdf.hres.ca/dpd_pm/00074581.PDF
DB00065,,"EMA Approved Drug Products: Remsima (infliximab) Solution, for Intravenous Infusion",https://www.ema.europa.eu/en/documents/product-information/remsima-epar-product-information_en.pdf
DB00065,,"FDA Approved Drug Products: ZYMFENTRA (infliximab-dyyb) injection, for subcutaneous use (February 2024)",https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761358Orig1s001lbl.pdf
DB00067,,FDA Approved Drug Products: VASOSTRICT (vasopressin) injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204485Orig1s013lbl.pdf
DB00068,,Link,http://www.kegg.jp/entry/D00746
DB00069,,Link,http://www.google.com/patents/EP0422697A1?cl=en
DB00072,,US Patent US6870034B2 (includes Trastuzumab heavy chain sequence),https://patents.google.com/patent/US6870034
DB00072,,Health Canada Product Monograph: Ogivri (trastuzumab) powder for intravenous infusion,https://health-products.canada.ca/dpd-bdpp/info.do?lang=en&code=96453
DB00072,,FDA Approved Drug Products: Herceptin (trastuzumab) for intravenous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103792s5345lbl.pdf
DB00072,,FDA Approved Drug Products: Ogivri (trastuzumab-dkst) for intravenous infusion,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761074s004lbl.pdf
DB00072,,FDA Approved Drug Products: Herzuma (trastuzumab-pkrb) for intravenous infusion,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761091s001s002lbl.pdf
DB00072,,FDA Approved Drug Products: Herceptin Hylecta (trastuzumab and hyaluronidase-oysk) for subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761106Orig1s000lbl.pdf
DB00072,,FDA Approved Drug Products: Kanjinti (trastuzumab-anns) for intravenous infusion,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761073Orig1s000lbl.pdf
DB00072,,FDA Approved Drug Products: Ontruzant (trastuzumab-dttb) for intravenous infusion,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761100s000lbl.pdf
DB00072,,FDA Approved Drug Products: Trazimera (trastuzumab-qyyp) for intravenous infusion,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761081s000lbl.pdf
DB00072,,Genentech: Herceptin(R) MSDS,https://www.gene.com/download/pdf/MSDS_herceptin_vials440mg.pdf
DB00072,,FDA News Release: FDA Approves Breast Cancer Treatment That Can Be Administered At Home By Health Care Professional,https://www.fda.gov/news-events/press-announcements/fda-approves-breast-cancer-treatment-can-be-administered-home-health-care-professional
DB00072,,FDA Approved Drug Products: Phesgo (pertuzumab/trastuzumab/hyaluronidase-zzxf) for subcutaneous injection,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761170s000lbl.pdf
DB00072,,Health Canada Product Monograph: ONTRUZANT (trastuzumab) intravenous infusion,https://pdf.hres.ca/dpd_pm/00064538.PDF
DB00072,,"GlobeNewsWire: Samsung Bioepis Announces Health Canada Approval of 150mg Single-use Vial and 440mg Multi-dose Vial of ONTRUZANT® (SB3), Trastuzumab Biosimilar for the Treatment of Adults with Early Breast Cancer, Metastatic Breast Cancer, and Metastatic Gastric Cancer",https://www.globenewswire.com/news-release/2022/02/02/2377477/0/en/Samsung-Bioepis-Announces-Health-Canada-Approval-of-150mg-Single-use-Vial-and-440mg-Multi-dose-Vial-of-ONTRUZANT-SB3-Trastuzumab-Biosimilar-for-the-Treatment-of-Adults-with-Early-B.html
DB00072,,EMA Product Information: HERWENDA (trastuzumab) Powder for concentrate for solution for infusion (December 2023),https://www.ema.europa.eu/en/documents/product-information/herwenda-epar-product-information_en.pdf
DB00072,,An overview of Herwenda and why it is authorised in the EU,https://www.ema.europa.eu/en/documents/overview/herwenda-epar-medicine-overview_en.pdf
DB00073,,FDA approves first biosimilar for treatment of adult patients with non-Hodgkin’s lymphoma,https://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm627009.htm
